,mz,rtmin,rtmax,D:/PeakBot_Data/PHM_comparison/peakOnly/mzMLs\18_EB3394_AME_p_20.mzML
0,101.00298309326173,0.008992974910388711,0.011570700716840323,3702021.212890625
1,101.00834701538083,0.0065110313131257576,0.007473240404034848,822122.5
2,102.9987101835363,0.009052957070701516,0.010647320707065151,170949.58056640625
3,103.95550970597701,0.0022315477777726665,0.006869710000004666,334434.0637207031
4,104.10710176279846,0.008071297222226666,0.010633944444445239,11397396.0
5,105.03334268709509,0.1489046089263365,0.15106461360798443,2083678.75
6,105.11053244272868,0.008086019999995333,0.010029896666671333,527233.6428222656
7,106.99838383992513,0.060493288647348556,0.062205766908218114,172234.42895507812
8,107.04890251159668,0.20739340432098335,0.20912017669752916,106465.470703125
9,107.04891125909214,0.17148669607842582,0.1730999803921513,311053.66259765625
10,107.0490011170853,0.14799211538461413,0.14987323803418384,489672.4375
11,107.0490478515625,0.16107382539683096,0.16289262301587856,208843.42602539062
12,109.1011453108354,0.0022308752834411566,0.006959319160992178,280655.1608886719
13,111.11659706963434,0.17342980092592222,0.17470961805555832,498053.1875
14,112.97123260498044,0.0022315477777726665,0.007080535555560667,1599651.1606445312
15,115.0239467274059,0.006522243055554167,0.007594033730158332,2494077.0
16,116.02503620494495,0.006503007683212412,0.007459981087465604,332378.625
17,116.9657011212043,0.0022315477777726665,0.007185948333338668,878043.59375
18,118.08619607013205,0.0021267884615330124,0.007324034188033975,1519114.3981933594
19,119.03504560037625,0.01008561823361829,0.011267042735043078,224547.96875
20,119.03504560037625,0.013157321937322736,0.016701595441597095,241675.99731445312
21,120.08060209778533,0.014962458195814026,0.023332100935087953,3741847.1826171875
22,121.02816348605685,0.16555676821494128,0.1686340013661227,590190.1389160156
23,121.02834510803223,0.1288724343434288,0.13097849494948938,202481.4658203125
24,123.05533760472348,0.0021267884615330124,0.0072179679487176275,14025359.94921875
25,123.05927277760334,0.011668025377783253,0.016376181644449574,959529.9809570312
26,123.06602941240583,0.013676972222221667,0.014615486111107499,145848.3515625
27,124.05216824715598,0.011060154320993146,0.01733823721340892,672225.6232910156
28,124.05855272081163,0.0021261349999946665,0.007080535555560667,835016.2770996094
29,125.07084482366389,0.0021257987528289115,0.006959319160992178,504583.4709472656
30,126.98680877685547,0.0022321949891016338,0.007201805010898368,1249801.6940917969
31,127.03852671497273,0.0022315477777726665,0.007185948333338668,459410.4267578125
32,129.0906982421875,0.18186693353174047,0.18292015079364524,75284.7978515625
33,130.15895730477783,0.03515882575757576,0.03970206060606061,604333.4360351562
34,130.9816592672597,0.0022315477777726665,0.007185948333338668,1273779.8583984375
35,131.0013506058205,0.029771537432361796,0.19269708672447752,149109456.0
36,132.06548792002152,0.0021270728511474843,0.007444604297688366,4336641.916015625
37,132.07635294596355,0.008716407657662613,0.010552826576576127,774589.0341796875
38,132.10157720392405,0.009959833333333334,0.011396333333333335,817228.0913085938
39,132.10157720392405,0.011727833333333333,0.014711333333333331,1341716.375
40,134.95840389170547,0.0022321949891016338,0.007201805010898368,575318.9750976562
41,135.0230979032295,0.002125447916661111,0.006838104166661111,1492961.5693359375
42,135.0846663254958,0.0021267884615330124,0.007324034188033975,4001473.6450195312
43,136.06162018471585,0.0021267884615330124,0.007324034188033975,4131657.404296875
44,136.08537515004474,0.0022308752834411566,0.006959319160992178,447393.814453125
45,137.00122515360513,0.008984127057607715,0.01385859465020494,1003745.1989746094
46,137.04597631835946,0.009837916218637903,0.01134591330645094,9466924.534179688
47,137.04597631835946,0.012505911066307124,0.016797902777775,11584539.0
48,137.07045625385484,0.008575702991447436,0.01026227991452436,171767.94897460938
49,138.04245281219482,0.01416782936508492,0.015647976190481746,112982.15771484375
50,138.04876561318667,0.013063548245609648,0.015937580409360528,561018.0625
51,141.0023472562749,0.0022321949891016338,0.007201805010898368,918244.0336914062
52,141.12727490593406,0.12871140432098593,0.1314580956790074,216620.6474609375
53,142.1586601257324,0.15730176736110987,0.15918349305555105,175425.00659179688
54,143.0187144559972,0.0065110313131257576,0.007580152525246969,4055612.0
55,143.10627414869225,0.18119791516516173,0.18293407207207119,111577.08447265625
56,143.86190526625688,0.007590532828287879,0.008565435606062878,70920.939453125
57,144.01270065307617,0.007544517094021794,0.008135094017094871,122444.86889648438
58,144.02008150540868,0.006578807725692447,0.007683239149304427,522252.5703125
59,144.03643128930068,0.007587314814819842,0.008457500000002382,320544.154296875
60,144.04294567573362,0.00771015873015873,0.008841107142857142,387335.2890625
61,144.04897402410646,0.007512285590283333,0.009492441840283333,817057.9165039062
62,144.05623022115452,0.007503271739135508,0.009410467391305074,2798558.6015625
63,144.0707238310127,0.007495518768774324,0.010047489489495045,2130261.8994140625
64,144.0780291201464,0.007486272222227778,0.009435383333338888,693101.0756835938
65,144.08562585863015,0.007608188888894445,0.009654755555561112,458745.4938964844
66,144.0929602545661,0.007474092592597222,0.008661847222220832,200700.24365234375
67,144.10974731445313,0.0075002962963015875,0.008370481481484126,158716.1416015625
68,144.1379897173713,0.12290328502415508,0.12443429106280651,384510.173828125
69,144.2281728108724,0.007559822222227778,0.008365816666672223,55784.96630859375
70,144.2636043664181,0.007486272222227778,0.010020116666672222,309607.66796875
71,144.28818766276038,0.007482839285719048,0.008440230158730954,86634.15625
72,144.28818766276038,0.008727447420634525,0.009589099206345238,36708.951416015625
73,145.00671491951778,0.0021261349999946665,0.007080535555560667,4115947.2287597656
74,145.01624647776285,0.0065110313131257576,0.007473240404034848,517783.25
75,145.0597598168158,0.007499385501360569,0.010515739159897154,750199.4956054688
76,145.1007299804687,0.1899109254386013,0.19175855701754604,205974.0634765625
77,145.96585687001547,0.0021267884615330124,0.007324034188033975,4219879.698730469
78,145.97685852050785,0.0027586116666626663,0.006975122777782667,561709.0
79,146.06672417939603,0.0074043133468890245,0.010566975948515042,1458374.3291015625
80,146.9584234486455,0.0022315477777726665,0.007185948333338668,465837.482421875
81,146.97345004814963,0.16497821959717446,0.19728974183848796,161402112.0
82,147.084368498429,0.0022321949891016338,0.007201805010898368,1460604.0744628906
83,148.97440925011273,0.002127634343428788,0.007366328282822726,3310308.4086914062
84,149.02092270624067,0.0022350803571375,0.007808391865079165,1348741.0112304688
85,149.02157342438477,0.1636602014835054,0.17058526142900948,10217892.0
86,149.0593908691406,0.14827449910394783,0.15063215501792201,285326.162109375
87,149.97200758913726,0.002232854700849359,0.007324034188033975,1710199.8620605469
88,150.02593994140625,0.19786718357487462,0.1986770096618355,150053.75390625
89,150.0261531520534,0.1653687191358026,0.16674198456790296,302186.1181640625
90,150.0261531520534,0.16695325617284149,0.16885470061728816,423298.03125
91,150.02655481409144,0.12900843386243097,0.1307845853174619,211493.08666992188
92,150.05499924553766,0.009596404970754823,0.012178524853799121,593438.7880859375
93,150.05499924553766,0.012964387426899562,0.014087048245614473,70989.31396484375
94,150.05499924553766,0.01464837865497193,0.017342764619887718,353495.0466308594
95,150.96960814102832,0.0022321949891016338,0.007201805010898368,1250760.0637207031
96,151.09596826171887,0.18218779779158584,0.18488657953761675,241090.24072265625
97,151.09596826171887,0.18641197791580816,0.18981478968254287,425399.6535644531
98,151.09596826171887,0.1902841430296787,0.1933349397860615,279621.0703125
99,151.14784887772566,0.12757580639731161,0.1298215914702623,202332.96875
100,151.14784887772566,0.13112178282828638,0.13454956004489527,950240.1875
101,152.05621366680802,0.013050433760678206,0.017365433760678207,1077700.25
102,152.94433424207907,0.009563774509803922,0.01197206862745098,126250.53466796875
103,154.98167253577193,0.0022321949891016338,0.0073075413943408515,662458.2509765625
104,155.0463682475843,0.16435829365078808,0.1654114781745976,59232.90283203125
105,155.0463682475843,0.16550722222221664,0.16646466269840712,86674.1162109375
106,157.03467116245002,0.009551362683437734,0.01322644549265849,1423663.8427734375
107,157.08332914464611,0.0022350803571375,0.007808391865079165,661097.6533203125
108,157.09935989379886,0.18993481111111166,0.191299300000005,165049.55615234375
109,157.12175607681274,0.16521316414141893,0.1667921792929303,360738.78125
110,157.12180764334545,0.17076948533950695,0.17361513657407915,225915.74609375
111,157.12181502122144,0.1761179579579635,0.1784668588588644,122137.845703125
112,157.12183580900492,0.181742861111115,0.18320563888889,119236.37158203125
113,157.121923828125,0.15730084388888768,0.15901710166666366,425621.71875
114,157.97477034026497,0.002232854700849359,0.007324034188033975,6322839.313720703
115,158.15358161926264,0.13087771274509805,0.13287674607843136,645900.8395996094
116,158.15358161926264,0.1374627637254902,0.13922661666666666,213520.69775390625
117,158.97219912211096,0.002232854700849359,0.007324034188033975,2552641.4604492188
118,158.9961833256493,0.012772253060906635,0.18502395508111952,269608640.0
119,159.01296095414594,0.0022308752834411566,0.006959319160992178,535175.6752929688
