,mz,rtmin,rtmax,D:/PeakBot_Data/PHM_comparison/peakOnly/mzMLs\05_EB3388_AOH_p_0.mzML
0,101.00320979977445,0.008992989263204906,0.011378885638303015,4259113.033203125
1,101.00862903594971,0.006598768518518519,0.007682086419753086,737591.625
2,102.00566291809082,0.009158095679007407,0.010294709876542593,91433.25073242188
3,102.94794236852768,0.0022309006410307693,0.007321849358969231,1695781.9028320312
4,102.99887593587239,0.009044308333338332,0.010409219444444999,208590.2802734375
5,103.57480824788412,0.17030737222221667,0.17167257222221666,126082.6689453125
6,104.10746187777133,0.00807697263681592,0.010629228855721394,10675018.0
7,104.96368435450962,0.0021251205450789306,0.007335916142563207,12469532.344726562
8,105.03358089998834,0.14889193903904407,0.15101492822823215,2825975.0
9,105.11034360139266,0.008113511437907353,0.010120210784309313,482596.75
10,106.03681497012867,0.1488682083333389,0.15023831250000555,188380.5206298828
11,106.99855499267578,0.060018585185179996,0.06255397037037,476617.5729980469
12,107.0490885925293,0.20640363684641078,0.21062689910131277,386334.5673828125
13,107.04914645490975,0.1608340915404053,0.16241319191918938,398498.5451660156
14,107.04916563488189,0.17180667638888916,0.1731538645833354,487331.26904296875
15,107.04928507123675,0.14780484948320113,0.1496927099483151,812752.25
16,111.1168749332428,0.1733973738425875,0.17499726099536875,317563.36279296875
17,111.11688079833985,0.1651973925120819,0.16654887801932103,335332.8435058594
18,111.11720180511475,0.15011579629629515,0.15130433333332916,90095.78442382812
19,111.98465562903363,0.0022302440087199346,0.007199700435730066,1185829.4184570312
20,112.05020365995519,0.008937736666662,0.010418518888891334,192666.35815429688
21,112.97149934159948,0.0022309006410307693,0.007321849358969231,1034287.4963378906
22,114.9470716203962,0.002128170033675505,0.007707175084176263,8129266.2255859375
23,115.02404982955368,0.006627371031747321,0.007699136904762202,2261071.5
24,115.95560828314888,0.0022295977777833332,0.007078457777783333,250476.63940429688
25,116.0707405090332,0.002231463312374528,0.007548601677154402,838538.4721679688
26,116.94820188439411,0.002336962072654487,0.007321849358969231,317485.8430175781
27,116.96348052329205,0.0022302440087199346,0.007199700435730066,416272.2404785156
28,118.08647968458092,0.0022302440087199346,0.007199700435730066,688105.3933105469
29,118.97905305715707,0.0021248392094070515,0.007321849358969231,7231429.996582031
30,119.03486938476563,0.009814525252519695,0.010966797979792423,165370.12060546875
31,120.08091957961457,0.014228692791010715,0.02294239880951905,1615518.5708007812
32,121.00784000130587,0.002228224537042361,0.006836053240740972,394940.49755859375
33,121.02825207180447,0.19769047645502827,0.19883941560846796,155105.73779296875
34,121.02847249348959,0.16538637804232714,0.16676552724867572,310027.59375
35,121.02847249348959,0.16699538544973383,0.16871932195766956,387055.1875
36,121.06458604600695,0.187022981292517,0.18852086224489797,5829170.5
37,121.06493186950684,0.14695181226053103,0.14811189272030348,81438.59228515625
38,121.06493186950684,0.14830523946359886,0.1491752998084282,27062.823486328125
39,122.06979551769439,0.18712491959064825,0.18812627046783773,589704.2358398438
40,122.92968836697665,0.0022289285714336736,0.006957321428566326,540285.4702148438
41,123.04410034179688,0.1468157184684635,0.14824544219219143,314388.9338378906
42,123.05552175770636,0.0022302440087199346,0.007199700435730066,1074709.1967773438
43,126.98713153341542,0.0022302440087199346,0.007199700435730066,862539.44921875
44,128.06192739386307,0.18952657341269286,0.19125060912697858,153411.47387695312
45,128.96366292780095,0.0022295977777833332,0.006973047777783333,289339.27880859375
46,129.06923386146283,0.17034112462461934,0.17218074624624372,94479.35791015625
47,130.15919058663505,0.03799657530864555,0.04063760925925666,183616.30102539062
48,130.96313866148606,0.0022309006410307693,0.007321849358969231,1249818.5600585938
49,130.98177322686885,0.0022302440087199346,0.007199700435730066,828035.8002929688
50,131.00182985791977,0.006508938383839697,0.007578024242424545,1020256.8125
51,131.9299801296658,0.0022289285714336736,0.006852246031741157,414599.40625
52,131.97446441650393,0.0022302440087199346,0.007199700435730066,1568526.7294921875
53,132.06576040516723,0.0022302440087199346,0.007199700435730066,864273.001953125
54,132.0769491484671,0.008715236842105263,0.010664195175438596,739771.4345703125
55,132.10186469036606,0.009913476495732052,0.011315143162398717,630352.6433105469
56,132.10186469036606,0.011638604700860257,0.014334117521373075,699636.1875
57,132.95832022679602,0.012892483788706721,0.12301445972677262,151591296.0
58,132.95834685025144,0.002126228557510234,0.007606218323582163,21611568.610595703
59,133.97485758463546,0.0024404177777833332,0.007078457777783333,649321.0625
60,134.9597025725801,0.0022302440087199346,0.007199700435730066,706025.4045410156
61,135.0233840942383,0.0021241877777833334,0.007078457777783333,2592937.137939453
62,135.08459014892577,0.0022309006410307693,0.007321849358969231,873291.0583496094
63,136.06196753184003,0.002231463312374528,0.007442258909858805,1554452.0817871094
64,137.0013673570421,0.009080883333338334,0.012810283333328334,915319.2241210938
65,137.01912265353732,0.0021241877777833334,0.007078457777783333,1292447.1669921875
66,137.04531250000008,0.009709897130652564,0.011303815934070512,10959564.850585938
