Row.names	mzmed	mzmin	mzmax	rtmed	rtmin	rtmax	npeaks	AME	AOH	ms_level	05_EB3388_AOH_p_0.mzXML	06_EB3389_AOH_p_10.mzXML	07_EB3390_AOH_p_20.mzXML	08_EB3391_AOH_p_60.mzXML	16_EB3392_AME_p_0.mzXML	17_EB3393_AME_p_10.mzXML	18_EB3394_AME_p_20.mzXML	19_EB3395_AME_p_60.mzXML	row ID	annotation network number	best ion	identified by n=	partners	neutral M mass	correlation group ID	auto MS2 verify
FT303	310.206230495827	310.206104800507	310.206716544248	626.123	626.111	626.132	5	4	1	1	NA	14746.6317160296	223884.287142579	NA	268686.551114583	229307.076104167	274392.138515624	261259.016768417	303	NA	NA	NA	NA	NA	41	NA
FT304	310.20626763016	310.20587145393	310.206446952559	616.466	616.448	616.899	5	3	2	1	4246.33684509701	69891.5837473064	352895.256163199	943042.723024733	39359.486117053	187492.403782552	428973.689403653	1172475.25146164	304	NA	NA	NA	NA	NA	12	NA
FT305	310.234690955312	310.234293733843	310.23517714841	597.1455	597.134	597.16	8	4	4	1	1726951.79264062	1758387.04535157	1515247.60421166	1167228.95645206	1118176.05605623	901690.246331663	761269.551886711	635634.19920938	305	28	[M+Na]+	2	228	287.245494262654	14	NA
FT306	310.245044308721	310.244448201566	310.245367556554	633.5775	633.572	634.001	4	2	2	1	NA	68633.2590623658	215747.469858396	622574.609096584	31988.2779545943	62963.2482677133	285877.373719613	764381.914874674	306	NA	NA	NA	NA	NA	11	NA
FT307	310.309560116776	310.309055710257	310.309948380412	709.485	709.474	709.499	8	4	4	1	756026.713974384	792391.317003029	624648.808806252	1099616.49971249	861845.635553396	930894.577913201	1090432.63042969	1036680.71235842	307	NA	NA	NA	NA	NA	41	NA
FT308	311.165749796899	311.165502091674	311.166196403811	707.2845	706.844	707.739	8	4	4	1	570142.273533733	451103.931383678	471994.566942179	528485.230892053	348884.184702339	321156.027776906	345041.914436612	318923.07909141	308	50	[M+H]+	2	6	310.153030134327	21	NA
FT309	311.184662163307	311.184571358004	311.184840585035	523.429	523.417	523.44	4	4	0	1	NA	1079.24687094727	NA	4703.99877335752	261839.061438282	268032.646406249	524404.934698019	561307.660082394	309	NA	NA	NA	NA	NA	41	NA
FT310	311.188491760314	311.18836180488	311.188536285912	623.48	623.469	623.487	3	3	0	1	NA	NA	NA	NA	37502.4097651912	200925.64203348	267350.669978519	333250.510531641	310	NA	NA	NA	NA	NA	41	NA
FT311	311.218815185365	311.218342570137	311.219242601722	570.817	570.805	570.832	8	4	4	1	489118.570678129	1461928.27710935	1897844.44580001	3463265.00902494	431792.885075003	1038350.01603867	1539916.64439842	3299540.58234059	311	123	[M+H-H2O]+	9	376;377;378;475;570;273;275;224	328.235423086596	41	NA
FT312	311.238315366307	311.238166979639	311.238463752975	597.1355	597.134	597.137	2	0	2	1	268310.254231767	243259.255179204	151449.149256697	66468.4283368444	NA	NA	2300.20896721541	NA	312	NA	NA	NA	NA	NA	14	NA
FT313	311.255067920173	311.25462053193	311.255554130028	677.015	672.175	677.463	13	4	4	1	831462.216306235	858402.851339492	1062065.69253126	1171247.26187065	1095346.63588123	1998189.83708167	835388.81645548	1908204.84875951	313	109	[M+2Na]2+	3	843;204	576.525722591334	40	NA
FT314	311.257289247985	311.25677462865	311.257715549504	651.1335	651.112	651.564	6	3	3	1	1377.47834043726	650789.819830288	1336633.59935935	3757733.09611868	98272.2693990435	536898.676204418	1150369.44636797	3511817.33304865	314	NA	NA	NA	NA	NA	10	NA
FT315	311.257489027442	311.25711554145	311.257878266576	627.8675	627.858	627.878	4	2	2	1	4349.4061855806	103142.741477671	293690.46203386	625438.115039068	23452.8452979697	9422.19866037103	305887.430364588	768692.069563217	315	71	[2M+Na+K]2+	2	342	280.267479402635	30	NA
FT316	311.312462515633	311.31239041143	311.313030352209	709.49	709.48	709.498	3	2	1	1	1311.94057045898	14764.6998245703	2382.04722615233	197347.781124436	20145.5816966015	146078.165500005	189132.656625654	64578.2558717966	316	NA	NA	NA	NA	NA	41	NA
FT317	312.222402224379	312.221619336949	312.222454412606	570.822	570.822	570.832	3	1	2	1	NA	190381.85755713	324473.631327346	591595.647183588	1599.7888178711	1339.41549511719	2110.40015722657	433964.720541657	317	NA	NA	NA	NA	NA	41	NA
FT318	312.260598438681	312.260123669284	312.260931851762	651.3435	651.125	651.564	4	2	2	1	NA	5721.30319943573	237987.902787107	723733.487596862	9320.81022641777	109053.854964704	200629.212	676705.532111724	318	NA	NA	NA	NA	NA	10	NA
FT319	313.166265528962	313.165975714466	313.166616168126	707.5225	707.28	708.171	6	2	4	1	424359.914750003	356358.677877602	370824.942642962	346326.317314234	283655.914281248	99156.9282856276	154211.026930821	247685.747968756	319	51	[M+H]+	2	6	312.157334433374	21	NA
FT320	313.210596082557	313.210287485918	313.211032344631	700.703	700.259	701.572	8	4	4	1	608084.450847914	576522.915647924	572745.928659858	574583.852478971	530743.824975917	545630.631949999	510432.385044642	360494.431743163	320	NA	NA	NA	NA	NA	41	NA
FT321	313.236502580088	313.236094828899	313.236858652575	633.581	633.558	634.012	6	3	3	1	NA	374284.437624508	645434.284704676	1685656.98046591	107421.061779836	350829.002753904	675042.638823431	1725183.59990084	321	16	[M+H]+	6	395;473;506;381;248	312.227959452989	11	NA
FT322	313.272860084718	313.272453075792	313.27315586695	689.2965	689.286	689.311	8	4	4	1	4824504.08052089	1791398.16079857	823612.822800353	542384.46163542	4584738.44111635	1351458.21062502	675641.696919149	476134.391129343	322	11	[M+H-H2O]+	3	386;486	330.276935772825	7	NA
FT323	313.272957194303	313.272691448479	313.273442972567	684.4755	684.459	684.485	6	3	3	1	1074846.52487186	744584.935282437	508343.017546863	396269.246437985	924538.960913077	518024.743762155	8051.54334060323	252043.626656252	323	102	[M+H-COCH2]+	7	501;579;437;410;411;412	354.276832808294	40	NA
FT324	313.273075496904	313.272668192852	313.273478070837	615.5815	615.567	615.59	6	3	3	1	3219.42682832033	810664.705801491	1266562.34040935	2371908.05072971	73282.9573765385	901647.887742187	1335369.90260156	2382999.13657816	324	20	[M+Na+HCOOH]+	2	215	244.268085544812	12	NA
FT325	313.273198821773	313.272728091235	313.273587730959	647.835	647.601	648.065	6	3	3	1	NA	428547.943441407	684547.563275929	1664994.04610797	51434.5681712891	354802.795703128	638494.142318191	1703607.01962774	325	NA	NA	NA	NA	NA	41	NA
FT326	314.276336072737	314.27577066795	314.276801512453	689.288	684.459	689.309	5	2	2	1	981071.959439075	334605.539723141	238692.108583112	94725.8240061293	926471.363712507	235249.990285714	NA	6954.34822443497	326	NA	NA	NA	NA	NA	7	NA
FT327	314.276274048194	314.275974577993	314.276481681012	615.581	615.571	615.582	3	2	1	1	NA	43437.0077142507	5390.80153637694	446397.403768753	19170.486597726	138483.010732666	243207.678782953	470786.894221876	327	NA	NA	NA	NA	NA	12	NA
FT328	315.160962667322	315.160685383589	315.161477477612	681.407	680.951	681.832	8	4	4	1	370393.839473097	326012.034865726	384699.53322482	394208.403884542	381538.557926278	370214.794075525	336265.263425777	345214.239431428	328	101	[M+H-H2O]+	3	389;13	332.151248377662	40	NA
FT329	315.19040828246	315.189641838404	315.190481252267	609.877	609.876	609.886	3	1	2	1	51765.8667889364	190577.636557207	258188.744436634	674346.668179078	15259.2197311198	3861.05722946068	NA	636241.831227209	329	75	[M+Na+K-H]+	3	183;241	254.237728233299	32	NA
FT330	315.192810405563	315.192647428926	315.192973382201	619.9535	619.952	619.955	2	0	2	1	226240.975445803	219896.118483399	174746.750182473	73539.484340495	NA	3149.24118968823	NA	NA	330	NA	NA	NA	NA	NA	41	NA
FT331	315.226168576028	315.225732381945	315.226642266441	718.9135	718.241	719.144	8	4	4	1	1217209.50259483	779546.927846881	737235.337885943	629988.02289149	941456.483176551	684833.76294376	540113.440935348	668998.521509224	331	NA	NA	NA	NA	NA	33	NA
FT332	315.252297513216	315.251729182911	315.252707574741	616.4535	616.009	616.899	8	4	4	1	230035.904375486	957019.88061115	1735710.78501561	4573873.87685413	253317.795161132	1183410.2636772	2200359.61402061	5723842.10707952	332	NA	NA	NA	NA	NA	12	NA
FT333	315.252558749442	315.251942655159	315.252834244465	594.7325	590.13	594.966	8	3	3	1	1641.44422770182	514718.834880682	764730.689010142	1589542.41860015	18205.0559864909	423873.239766493	734270.640617887	1527772.2945531	333	29	[M+H]+	5	407;482;516;257	314.243729439996	14	NA
FT334	315.252393797377	315.25172989778	315.252626311854	651.134	650.686	651.564	5	2	3	1	1384.04221022191	247961.222300291	476894.864228116	1257764.78607341	31826.8922133787	194355.148285669	333803.588235837	1120258.02101633	334	14	[M+H]+	5	409;515;387;259	314.245591329283	10	NA
FT335	315.252360501899	315.252175130998	315.25287927414	511.143	511.133	511.143	3	2	1	1	NA	NA	1974.03490193422	643947.621582028	4481.26426474294	42928.3793137916	247836.41722217	748746.22898746	335	114	[M+Na+HCOOH]+	4	222;251;631	246.263805345032	41	NA
FT336	315.300591194096	315.300556392392	315.300784140157	531.986	530.89	533.948	4	0	4	1	547698.958546869	506913.255556642	672934.947143501	603434.800403488	8243.7876732321	NA	2739.4074965533	NA	336	NA	NA	NA	NA	NA	41	NA
FT337	316.255561332116	316.255056732492	316.255803006479	616.464	616.448	616.899	4	2	2	1	19259.506705196	147805.90461659	308594.110026045	854638.628656895	33401.342593346	136906.795982868	354897.129356442	1083318.38081818	337	NA	NA	NA	NA	NA	12	NA
FT338	317.172272273887	317.171564882252	317.172332519436	530.899	530.873	531.336	7	3	4	1	1375516.91214843	805299.952035155	681102.185238607	795890.975138233	479793.403135657	1064474.57853516	NA	676643.692944706	338	NA	NA	NA	NA	NA	41	NA
FT339	317.205789211806	317.205311526059	317.206370504456	623.031	619.519	623.487	11	4	4	1	523449.990335382	814075.772833136	577073.980804264	754752.920287287	234388.269202004	413984.113172748	725864.960542964	590725.999276563	339	NA	NA	NA	NA	NA	41	NA
FT340	317.20825808493	317.207782466562	317.208788718456	610.746	610.324	610.765	8	4	4	1	1028354.31210546	2120624.03467331	2498690.57980316	4709632.71564844	921247.149539063	1387627.56551247	1885875.81241876	3042626.45790469	340	NA	NA	NA	NA	NA	32	NA
FT341	318.21182893595	318.211102515914	318.211968374008	610.747	610.302	610.758	5	2	3	1	29760.2961885093	356026.367220315	466424.003322272	747141.046938927	3118.93789280601	NA	306229.663971356	565712.988585939	341	NA	NA	NA	NA	NA	32	NA
FT342	319.223726590231	319.223366872121	319.224298767026	627.8625	627.412	627.878	8	4	4	1	1083441.80030648	2654614.31996467	3400642.25773598	6923199.45664484	916802.48976563	1805512.15503974	2629347.23800994	6527172.47941939	342	71	[M+K]+	2	315	280.267479402635	30	NA
FT343	319.224031342485	319.223263115551	319.22420208113	610.3195	610.302	610.758	4	1	3	1	29370.2126915511	234773.714274903	252008.278357915	344373.289187504	1881.79655703849	NA	NA	278388.000174808	343	NA	NA	NA	NA	NA	32	NA
FT344	319.22394759244	319.223363050658	319.224222813716	622.5865	619.074	622.611	14	4	4	1	1859568.02976387	2775405.37642887	2966671.51120002	3484659.66899532	1826165.4642	2211345.71921485	2506474.42335627	4891352.36899255	344	NA	NA	NA	NA	NA	41	NA
FT345	320.227217833222	320.226798878513	320.227481922562	627.867	627.854	627.878	5	2	3	1	2193.03711437568	429812.518540483	527562.891109369	1143293.21150782	12444.0116258082	15904.2991029769	486157.511303271	1086786.66030861	345	NA	NA	NA	NA	NA	30	NA
FT346	321.239407117955	321.238880708888	321.239795765929	639.7205	639.699	640.162	8	4	4	1	6148000.92423622	9502529.40625684	9582505.75734377	11030171.5332873	7811105.38036767	10298040.488818	11685283.4437618	10082196.5013251	346	48	[M+Na]+	5	266;406;449;206	298.248667038779	20	NA
FT347	321.239615431493	321.239046497802	321.239997769001	648.04	647.601	648.065	7	3	4	1	295145.938658858	859958.358393752	1437534.0533949	3762171.29859378	22900.1899546876	711892.242345713	1158528.07320313	3335451.89020313	347	NA	NA	NA	NA	NA	41	NA
FT348	321.241910506527	321.241559147381	321.242428104088	600.231	600.206	600.662	8	4	4	1	231079.131191897	629475.669863636	862523.534399412	1680060.90211386	240011.69708496	602097.464267579	839190.702805984	1738711.56090864	348	38	[M+H-H2O]+	5	422;530;575;592	338.243628658634	18	NA
FT349	321.241742703625	321.241356818895	321.242276500022	623.9105	623.463	623.929	8	4	4	1	705696.258802084	1487192.99037182	1483815.84947397	2115702.1759453	812703.657007805	1153299.94168945	1455946.03675781	1893650.34280732	349	NA	NA	NA	NA	NA	41	NA
FT350	321.24194103328	321.241584648333	321.242307210721	606.368	606.355	606.378	4	2	2	1	1796.16803310722	390977.230371962	594010.753763893	271166.350910965	51363.2659911762	430414.683652778	671463.887956642	NA	350	64	[M+H-H2O]+	4	421;531;600	338.242322169829	25	NA
FT351	321.314099266765	321.313551913796	321.314327599265	728.1255	727.892	728.359	8	4	4	1	612623.391487502	607553.720834771	514113.40629167	545969.111324207	643477.414026564	605015.292041017	810875.356879681	529356.752105041	351	7	[M+H-NH3]+	5	415;526;864;867	337.333171503146	2	NA
FT352	322.242795188126	322.242297776793	322.243143144539	639.721	639.699	640.162	8	4	4	1	1421539.75650318	1889186.18132501	1852431.22210782	2794117.01019875	1490733.72303222	1997968.09552251	1828178.64336967	2485857.22767757	352	NA	NA	NA	NA	NA	20	NA
FT353	322.242949998732	322.242396057025	322.243191067776	647.624	647.615	648.057	3	1	2	1	NA	176900.984823513	227123.437299111	672830.87754688	35555.3637914692	2903.13992640906	4310.21366876223	588324.458006258	353	NA	NA	NA	NA	NA	41	NA
FT354	322.245267557644	322.244768913177	322.245435446255	623.911	623.49	623.922	5	2	3	1	4021.87966751534	235466.951189938	291175.053983509	419142.851857816	2909.85763594423	63051.5705810545	250295.699795901	389433.365745704	354	115	[M+Na+K-H]+	3	219;573	261.30682733477	41	NA
FT355	322.273268137908	322.272911863342	322.273711875003	694.1305	693.674	694.568	8	4	4	1	850646.379185922	888713.757684387	708209.420651568	929278.08792032	649573.310104923	567684.029701389	609623.023909369	760345.447596868	355	24	[M+H+NH3]+	4	292;371;469	304.239334664641	13	NA
FT356	323.194929647049	323.194697782768	323.195498044171	682.2895	681.828	682.72	8	4	4	1	690201.574419034	610555.957068751	508642.168918366	437468.613585074	642731.711621087	501375.971506394	427985.134712676	456441.013965235	356	99	[M+2Na-H]+	6	274;659;463;362;363	278.215329872696	40	NA
FT357	323.254989656784	323.25451546329	323.255618366476	656.828	656.816	656.843	8	4	4	1	2055359.36402651	7821553.87611892	8967756.65895806	10549522.3258833	2080146.72098068	5777760.85042354	7069388.19458824	8375682.70624906	357	54	[M+Na]+	4	277;457;216	300.266493064567	22	NA
FT358	323.257751464844	323.257102165696	323.257792941471	637.961	637.96	637.97	3	1	2	1	41538.817999134	321886.4940614	268556.721440968	429832.04888477	99692.4280786613	10168.2351071542	16969.1946811918	376606.239723637	358	NA	NA	NA	NA	NA	41	NA
FT359	324.258379251992	324.257854191672	324.258994042214	656.828	656.816	656.843	8	4	4	1	280254.178713544	1275688.93818126	1726164.44630274	2048961.31083399	280931.649336917	944462.172784722	1164699.91946835	1625253.56213835	359	NA	NA	NA	NA	NA	22	NA
FT360	324.289431434305	324.289304377936	324.289558490675	668.6625	668.661	668.664	2	0	2	1	252252.505714286	245493.591428572	8641.55997971757	12755.827325909	12656.0452430138	3627.23408203126	1241.74237905649	NA	360	NA	NA	NA	NA	NA	40	NA
FT361	325.210444318693	325.210132038456	325.210789716485	696.7645	696.309	697.201	8	4	4	1	6164468.83140317	6651912.89981246	5845220.87640486	5962662.65275119	6411250.5057708	5490028.25389453	5481736.72606853	5436063.69443179	361	72	[M+Na]+	3	282;847	302.221240598241	31	NA
FT362	325.213022919993	325.212748636869	325.213550661348	680.5145	680.07	680.536	8	4	4	1	760059.799907978	676564.195536904	674416.29622813	647958.978260413	723075.465044276	606755.393062066	562909.053604161	628354.62089931	362	99	[M+H+HCOOH]+	6	274;356;659;463;363	278.215329872696	40	NA
FT363	325.234473005379	325.234198245357	325.234728834797	661.208	661.205	661.666	4	1	3	1	575183.296017177	323585.349289846	212474.957193077	175196.363107047	350734.353305555	11330.6971325263	NA	12046.5146851638	363	99	[M+H+HCOOH]+	6	274;356;659;463;362	278.215329872696	40	NA
FT364	325.248401305763	325.247754798382	325.248909620873	451.464	451.447	451.893	8	4	4	1	1073782.00573508	1246388.00738353	1154697.07923282	1257457.36627842	1237147.48054901	788567.266557938	473451.590343748	442895.576166906	364	147	[M+H]+	2	464	324.241131813766	56	NA
FT365	325.270361880261	325.26983945399	325.270758076596	691.052	691.04	691.066	8	4	4	1	3315396.24972661	3695239.41770157	3993269.352	5308844.60812402	4224154.22600628	4009061.14399378	3575782.59036646	4039409.28847653	365	83	[M+Na]+	2	288	302.281203914571	35	NA
FT366	326.213737714213	326.213431273682	326.214045772966	696.547	696.309	697.201	8	4	4	1	1199965.55128126	1137182.6068453	1042432.55284461	1086322.7581336	1125616.42922981	1038838.03683516	1043389.44989169	1017397.93771966	366	NA	NA	NA	NA	NA	31	NA
FT367	326.273669808363	326.273192113382	326.274134837412	691.052	691.04	691.066	8	4	4	1	597768.443781648	691485.731881056	640047.337640637	889269.334071859	798127.915560944	729050.483760943	574533.22761115	650640.45747422	367	NA	NA	NA	NA	NA	35	NA
FT368	326.377858494545	326.377219570777	326.378153949989	565.562	559.852	568.614	6	2	4	1	3920739.43637694	4211489.82347827	23952670.851557	4872246.56661242	3023966.43733323	NA	NA	9120406.21053332	368	NA	NA	NA	NA	NA	16	NA
FT369	327.161209285663	327.160628522462	327.161510104322	623.469	623.025	623.487	7	3	4	1	278259.937864952	416562.352189836	465137.717020316	726754.7974136	7596.8768917363	296830.235335941	348029.578602433	497308.18433447	369	133	[M+2Na+K-H]2+	4	822;779;675	570.390886735665	41	NA
FT370	327.225793740703	327.225371233669	327.226503458044	712.982	710.348	713.44	12	4	4	1	6063984.59167965	8209361.46764338	7763167.12105241	5384449.03949989	7954577.8580573	6973620.79922853	4387554.16693359	4499846.82393758	370	NA	NA	NA	NA	NA	27	NA
FT371	327.228492515506	327.228124964358	327.228959870932	694.135	693.674	694.568	8	4	4	1	6490332.26282972	5888088.66141492	6233328.56355317	6874819.90972818	6070689.29872289	5640052.71323084	5999516.60949687	6513467.23759369	371	24	[M+Na]+	4	292;469;355	304.239334664641	13	NA
FT372	327.250258637769	327.24984631123	327.250557981304	575.204	575.193	575.669	6	2	4	1	399254.978107238	409810.681747071	407796.66743815	312145.045678127	283180.172833803	326286.548505856	32510.0262742185	18475.469514746	372	NA	NA	NA	NA	NA	23	NA
FT373	328.229240700318	328.228723548509	328.229881214831	712.982	710.348	713.875	12	4	4	1	1176913.0769414	1565014.48839768	934241.849542393	1013644.74661717	1425331.36673438	1310312.03580446	1238764.60465385	829776.375524429	373	NA	NA	NA	NA	NA	27	NA
FT374	328.23188963913	328.231605522507	328.232335063554	694.125	693.674	694.568	8	4	4	1	1405214.35196004	1259194.74752853	1296504.7034422	1457848.93691407	1260382.57499216	1181787.33964525	1246718.82161427	1426989.96115155	374	NA	NA	NA	NA	NA	13	NA
