PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
25	Unknown	749	5.447341	5.593605	5.8057	329.1565	115658.8515625	1348973.875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	29.99308	329.0047:12491 329.15646:112024 329.1937:3116 330.16006:15699 330.18973:3986 330.22772:2522 331.0015:4664 331.17261:3536 332.20569:6277 334.00137:2437	
26	Unknown	755	5.535157	5.637492	5.783758	295.1511	160122.625	1552049.75	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	46.90152	295.11478:10984 295.15106:157380 296.15454:23660 297.07428:2718 297.12994:6875 297.16681:11076 299.07367:5322 299.10947:13543 299.14734:5002	
27	Unknown	759	5.600927	5.666742	5.922717	287.1459	100064	993281.9375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	72.91284	287.14594:106206 288.1492:13498 288.17993:9047 288.90948:3094 289.07013:28395 289.10257:2103 289.18207:2498 290.07434:2655 290.15976:5559 291.11969:6547	
28	Unknown	765	5.593605	5.710623	5.783758	251.1849	82166.375	621433.5625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	107.3903	251.12442:12220 251.16376:6713 251.18494:86261 252.18837:10449 253.10341:4590 253.14349:11660 254.14502:2830 255.10767:2741 255.12326:4977 255.15916:4926	
29	Unknown	766	5.520478	5.717987	5.915403	185.1145	111426.515625	970664.625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	58.32824	185.08057:5109 185.11449:123924 186.11766:6745 186.99214:5040 187.0047:4068 188.09138:10301 189.09067:4233 189.12711:4601 190.00053:12075 190.1071:4467	
30	Unknown	766	5.593605	5.717987	5.776455	273.1668	342616.09375	2461319	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	226.1887	273.13022:4404 273.16678:365076 274.17001:46623 275.60196:2377 276.18054:5642 277.07269:3055 277.10449:7485 277.14072:8797	
31	Unknown	779	5.67406	5.813014	5.94466	313.1615	133584.5	1125710.75	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	39.86689	313.12701:3611 313.16153:146571 314.1647:12945 314.19495:5067 314.91422:2252 315.14307:3697 315.1792:5123 316.17496:4603 316.21133:6014 317.07858:4582 317.15649:4193	
32	Unknown	786	5.783758	5.864257	6.032427	295.1509	125252.28125	1144639.625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	39.67484	295.1145:8009 295.15088:119405 296.06564:2995 296.15421:14097 297.12991:8522 297.16678:6953 299.07397:8810 299.11002:5142 299.14783:10226 299.18445:4861	
33	Unknown	796	5.849582	5.937393	6.025108	329.1566	124686.3359375	826094	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	29.7319	329.00522:9017 329.15659:135923 329.19476:2731 330.07431:2339 330.15976:18448 330.19049:9768 331.00095:5339 331.17249:5259 332.08179:2223 332.20657:9121 332.2435:5512 333.13037:5255 333.1666:3543	
34	Unknown	807	5.937393	6.017795	6.156802	353.1929	89626.53125	629528.375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	19.43746	353.15692:18290 353.1929:94054 354.19672:11039 355.13501:3772 355.17209:12851 355.19662:2388 355.20987:4767 357.18939:9572 358.18527:3077	
35	Unknown	815	6.017795	6.076303	6.259155	289.0701	113127.4140625	391934.34375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	48.52079	288.90973:2935 289.0701:137956 289.13977:3543 289.97174:2514 290.07346:26131 290.15848:3883 290.19501:4996 291.11993:6350 291.15915:6608 293.13519:18299 293.17429:3382	
36	Unknown	817	6.025108	6.09093	6.27377	329.1564	125985.234375	948264	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	32.16088	329.00443:14009 329.15643:133388 329.19449:3136 330.15991:25761 330.19092:6867 330.22647:4717 331.00174:5907 331.16:2104 331.17206:32906 331.25845:64113 332.17676:4760 332.20529:10332 332.26215:13337 333.12997:3312 333.1665:6772	
37	Unknown	819	5.995857	6.105558	6.288404	317.1929	109445.828125	921215.5	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	125.8057	317.07779:4374 317.13495:2805 317.15741:4382 317.19287:133743 318.1904:37601 318.22714:4479 318.26309:2518 319.15176:5580 319.19455:5216 320.06604:7048 320.20627:22574 321.09598:9245 321.13019:4911 321.16687:17243 322.09958:2589	
38	Unknown	820	5.94466	6.112875	6.295712	331.2584	82952.671875	290212.0625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1659.053	331.00131:4959 331.17206:38293 331.25842:91239 332.17538:4762 332.20621:8063 332.2417:3473 332.26221:11664 333.13019:3811 333.16745:3697 334.1853:8063 334.2218:11746 335.06201:4276 335.14581:10744 335.18225:6640 336.20126:3992	
39	Unknown	828	5.951973	6.17138	6.339648	207.1586	140913.421875	493703.25	null	[M+H]+	M + 0	similar chromatogram in higher mz_40	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	283.4645	206.99446:5671 207.13745:11815 207.15862:169973 208.16206:12233 208.99513:10007 209.07729:4093 209.11671:23554 209.15338:5861 210.99036:5623 211.09683:4274 211.13245:20432 211.97687:4408	
40	Unknown	829	6.083672	6.178697	6.288404	229.1405	254949.359375	887952.4375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	125.3803	229.1178:14311 229.14047:320503 230.10172:5546 230.14377:32960 231.12297:2675 231.13766:4055 232.04865:32540 233.06929:2442 233.15288:6092 234.0181:4537	
41	Unknown	841	6.068995	6.266521	6.471238	243.0871	116867.859375	415776.65625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	188.864	243.0871:146164 243.09735:2049 243.12247:5784 244.04913:3130 244.09059:16252 245.1123:4882 245.1384:5312 246.1333:3024 247.13258:5821 248.02106:13012	
42	Unknown	858	6.061805	6.390795	6.54438	361.2189	61982.5546875	501437.34375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	24.2192	361.2189:63874 362.21481:11906 362.22433:11210 362.2532:5320 363.14053:5786 363.177:17025 363.22031:3732 363.32556:2805 364.18085:3516 364.23203:6507 365.15622:18735 365.19305:19457	
43	Unknown	875	6.295712	6.51512	6.595625	198.1485	60036.13671875	207593.40625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	106.8281	198.1485:65063 199.13312:3232 199.15169:5291 200.09129:24078 201.02344:3603 201.09131:2489 201.12682:3156 201.99237:14800 202.10666:6270 202.27298:2224 203.02242:8280 203.1425:4043	
44	Unknown	898	6.39822	6.683333	6.975877	246.2422	2675884	11954310	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	53517.68	246.1696:3512 246.22246:5104 246.23091:11758 246.23369:20633 246.24222:2986156 246.24959:32081 246.25563:8137 246.25859:6530 246.26289:2757 246.27359:3488 246.27536:2744 246.69254:2840 247.01263:3039 247.13235:3151 247.16879:2969 247.24547:441084 248.02109:9560 248.24919:23459 249.14827:10144 250.02165:10282 250.15102:3248 251.12413:9462 251.16389:9677 251.18459:4047	
45	Unknown	898	6.471238	6.683333	6.85886	247.2455	405389	1760571.875	null	[M+H]+	M + 1	isotope of 44	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	8107.78	247.01263:3039 247.13235:3151 247.16879:2969 247.24547:441084 248.02109:9560 248.24919:23459 249.14827:10144 250.02165:10282 250.15102:3248 251.12413:9462 251.16389:9677 251.18459:4047 252.01701:4967	
46	Unknown	907	6.52253	6.749162	6.924743	216.2317	216895.453125	1098253.625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	4337.909	216.07111:6424 216.0863:14348 216.15927:5338 216.23174:249813 216.9117:2373 217.10379:6777 217.12181:8723 217.14297:2278 217.15849:7608 217.23505:31988 218.10187:35444 219.01712:9341 219.10237:4067 219.13773:7661 220.02142:2225 220.04874:110195 220.99443:2961 221.05238:5955 221.11713:9231 221.13542:2422 221.15329:6069	
47	Unknown	907	6.566437	6.749162	6.997867	331.2085	119350.09375	1198610	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	106.4104	331.00177:2742 331.17023:2998 331.2085:129606 332.21194:20978 333.05164:2765 333.1301:4038 333.16772:5682 334.1857:4690 334.22186:10317 334.25873:4113 335.06418:3377 335.14551:8832 335.18228:21174 336.18579:3181 336.20062:4730	
48	Unknown	915	6.602885	6.807665	6.961313	244.2265	71081.1953125	301571.78125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1421.624	244.1539:2321 244.22646:82382 245.11319:3093 245.13823:3358 245.15323:3579 245.22997:8579 245.50987:2256 246.1696:2956 246.24216:61357 247.01321:5492 247.13284:4014 247.16887:2646 247.24544:10699 248.02107:12681 248.11206:4016 249.10922:4444 249.1481:12243 249.1846:3512	
49	Unknown	918	6.734638	6.829605	7.034433	202.2161	465111.90625	2108055	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	9302.238	201.99249:12195 202.10698:2576 202.21613:515628 203.02232:7530 203.1427:5313 203.21947:64944 203.99019:2753 204.07132:12582 204.08052:3015 204.08488:3622 205.07103:2857 205.08623:2674 205.1219:12189 205.15819:3543 205.98685:15523 206.10207:4380 206.99446:6333 207.00812:2338 207.10182:4923 207.13776:9450 207.17386:3051	
50	Unknown	959	6.91738	7.129463	7.319617	262.237	273539.125	1203955.375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	5470.783	262.237:302575 262.98083:7447 263.10355:2211 263.12411:4637 263.16351:14679 263.24026:43511 264.16672:2956 265.10361:3182 265.1402:23476 265.17963:7719 265.55865:2408 267.08176:2788 267.11945:5160 267.15866:16337 267.19476:4985	
51	Unknown	960	7.06364	7.136776	7.231853	227.1246	177827.59375	753995.8125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	59.10412	227.12463:204870 227.13025:4640 227.16359:4286 228.12799:19674 229.10774:2627 229.11761:13359 229.14342:7995 229.15758:2670 230.10121:6568 231.08295:3134 231.10141:2507 231.13734:6093 231.15848:8117 231.17383:3518 232.04861:31832	
52	Unknown	972	7.056334	7.22454	7.363554	289.0699	285999.9375	1192326.375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	122.4966	289.06995:334215 289.14108:3394 289.17841:2604 290.07321:52232 291.07666:4809 291.12024:5361 291.15512:5062 291.1947:6113 292.17377:2823 293.13489:9663 293.17316:12577 293.21036:3995	
53	Unknown	1013	7.290411	7.524398	7.743918	325.2478	138391.71875	546590.4375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2767.834	324.95309:2581 325.16138:21761 325.20047:17974 325.2478:166021 326.20361:3173 326.25107:29098 327.0072:9719 327.14008:4865 327.1778:14299 327.21368:18799 328.21704:3391 329.00421:11607 329.1561:8177 329.19388:8743 330.19611:3030 330.22644:10449	
54	Unknown	1013	7.458577	7.524398	7.641417	347.2297	132677.296875	512237.59375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	214.8816	347.14661:3443 347.18231:10336 347.22971:152013 348.20023:3741 348.23306:24206 348.98862:2825 349.05093:2489 349.16135:13116 349.18118:2922 349.19843:15998 350.20203:3507 350.21667:3209 351.14099:4835 351.17706:34396 351.21362:17878 352.18033:3869	
55	Unknown	1018	7.465897	7.560973	7.69266	289.0699	499577.6875	1963778.5	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	212.1092	288.90945:3287 289.06995:569467 289.07928:2533 289.17853:5246 290.0733:101741 290.15829:2655 290.19528:6619 291.07291:5453 291.11816:4760 291.1557:6595 291.19482:12062 293.13583:5775 293.17191:20297 293.21063:7555	
56	Unknown	1018	7.48783	7.560973	7.64873	290.0733	81686.515625	301337.4375	null	[M+H]+	M + 1	isotope of 55	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	13.20733	290.0733:101741 290.15829:2655 290.19528:6619 291.07291:5453 291.11816:4760 291.1557:6595 291.19482:12062 293.13583:5775 293.17191:20297 293.21063:7555 294.13992:2450 294.17392:3687 294.21448:2586	
57	Unknown	1026	7.54639	7.619544	7.7365	213.1455	108520.84375	505668.75	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	98.71909	213.11166:7141 213.12691:3622 213.14552:115398 214.1489:12337 214.17961:4480 215.10237:5813 215.12772:5165 215.14218:3702 216.07085:7324 216.08607:11236 217.103:6800 217.10785:5658 217.15822:6719 217.98654:2606 218.10178:32041	
58	Unknown	1032	7.597547	7.663358	7.853512	353.1927	97973.25	716843.9375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	22.99328	353.15582:7485 353.19269:104523 353.23102:11032 354.19601:18285 355.06973:3752 355.17221:9308 355.20996:9129 356.26004:2959 357.18991:6806 357.22629:4281	
59	Unknown	1043	7.641417	7.743918	7.941282	259.0594	992498.25	4040591.5	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	19846.84	259.04962:4633 259.05942:1117490 259.15018:4398 259.16861:7198 260.06281:161855 261.06708:7011 261.12976:4501 261.1478:3309 261.18396:4916 262.02161:2952 262.98053:5145 263.16342:5691	
60	Unknown	1043	7.517097	7.743918	7.99247	260.0628	146530.34375	598504.5625	null	[M+H]+	M + 1	isotope of 59	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2930.607	260.06281:161855 261.06708:7011 261.12976:4501 261.1478:3309 261.18396:4916 262.02161:2952 262.98053:5145 263.16342:5691	
61	Unknown	1047	7.699925	7.773067	7.970538	149.023	322479.9375	1573223.75	null	[M+H]+	M + 0	similar chromatogram in higher mz_62	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	122.1039	148.95396:4671 148.97397:95941 148.97705:2263 149.01848:4722 149.02299:365221 149.04755:5501 149.05946:2630 149.09575:12669 149.10756:2020 149.13208:6780 149.9718:25962 150.02634:27355 150.07542:8075 150.09889:2341 150.96942:54920 151.075:10178 151.11131:15223 151.14781:4867 152.0468:4789 152.06175:12980 152.96704:7057 153.05432:6310 153.06538:5957 153.06934:3385 153.09064:25642 153.12709:13193	
62	Unknown	1047	7.685297	7.773067	7.904706	177.0542	125635.9453125	496940.3125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	132.616	176.96883:19362 176.98848:4321 177.03346:6716 177.04254:3266 177.0542:148474 177.09076:10063 177.12689:17606 177.96681:6357 177.99187:41544 178.05759:9868 178.13019:5646 178.96434:4420 178.99214:2703 178.99977:4187 179.10631:29423 179.14256:7263 180.10954:3584 180.85217:2210 180.97787:22782 181.00015:29794 181.04907:9642 181.08272:4442 181.08578:7715 181.12189:16527	
63	Unknown	1047	7.69266	7.773067	7.926653	245.0778	125256.828125	499718.71875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	132.9562	245.07782:149870 245.11273:3053 245.15317:2987 246.08119:25048 246.17093:2373 247.16884:5837 248.0209:13113 249.05675:2552 249.10852:5532 249.14822:10526 249.18379:3116 249.22581:2317 250.02129:7134	
64	Unknown	1051	7.480516	7.802365	8.189939	274.2733	3503397.25	16410898	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	5153.361	274.2406:3708 274.24634:6476 274.25284:7272 274.25922:14522 274.27332:4084887 274.28308:21626 274.28696:12905 274.29019:9192 274.2995:7492 274.80136:3488 275.00256:2274 275.16467:3590 275.19998:3276 275.27664:687331 275.28629:3791 276.18109:3386 276.215:2964 276.28006:55539 277.14038:6590 277.17914:7411 277.21521:3902 279.11905:3484 279.15573:14638 279.19492:6607	
65	Unknown	1051	7.54639	7.802365	8.058349	275.2766	596474.125	2757594.5	null	[M+H]+	M + 1	isotope of 64	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	11929.48	274.80136:3488 275.00256:2274 275.16467:3590 275.19998:3276 275.27664:687331 275.28629:3791 276.18109:3386 276.215:2964 276.28006:55539 277.14038:6590 277.17914:7411 277.21521:3902 279.11905:3484 279.15573:14638 279.19492:6607	
66	Unknown	1052	7.626813	7.809637	7.919335	256.2629	87900.609375	377756.90625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	76.9175	256.26288:97287 256.96393:11399 257.13354:2856 257.17413:3351 257.26617:15121 258.26669:2302 259.05954:63760 259.15115:2672 259.16898:4354 260.06296:9920 260.14856:4039 261.13028:6554	
