PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
344	Unknown	1428	10.4791	10.55955	10.67656	295.2256	1990071.75	6825159.5	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	186.5289	295.11414:12199 295.15112:14014 295.21634:21879 295.22562:2409592 295.24802:6646 296.15494:2292 296.22897:504429 297.12949:10464 297.16644:4527 297.23282:34493 297.24115:58701 298.24472:10390 298.27258:4996 299.07391:5658 299.14462:7368 299.25699:7845 300.17856:2994	
345	Unknown	1428	10.4791	10.55955	10.66925	296.229	392661.625	1331249.125	null	[M+H]+	M + 1	isotope of 344	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	7846.211	296.15494:2292 296.22897:504429 297.12949:10464 297.16644:4527 297.23282:34493 297.24115:58701 298.24472:10390 298.27258:4996 299.07391:5658 299.14462:7368 299.25699:7845 300.17856:2994 301.14011:13580 301.21509:69925	
346	Unknown	1428	10.48642	10.55955	10.64731	309.2413	1161476.375	3858441.75	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1216.004	309.12973:13883 309.16675:7904 309.20294:18285 309.22437:3066 309.24127:1438399 310.24463:285082 311.10779:3587 311.14532:12282 311.18185:4689 311.21814:2918 311.24844:30312 312.26169:3284 313.12357:3522 313.16074:13846 313.22574:3816 313.23615:630151 313.24841:4350 313.26944:2609 313.27463:2244 314.08325:2197 314.23953:131491	
347	Unknown	1428	10.38403	10.55955	10.65467	310.2446	238633.921875	792229.625	null	[M+H]+	M + 1	isotope of 346	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	4772.679	310.24463:285082 311.10779:3587 311.14532:12282 311.18185:4689 311.21814:2918 311.24844:30312 312.26169:3284 313.12357:3522 313.16074:13846 313.22574:3816 313.23615:630151 313.24841:4350 313.26944:2609 313.27463:2244 314.08325:2197 314.23953:131491 314.26639:2532 315.00708:2403 315.24191:6923	
348	Unknown	1428	10.50104	10.55955	10.75702	313.2361	525396.5	1787050.5	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	136.4809	313.12357:3522 313.16074:13846 313.22574:3816 313.23615:630151 313.24841:4350 313.26944:2609 313.27463:2244 314.08325:2197 314.23953:131491 314.26639:2532 315.00708:2403 315.24191:6923 316.21176:2611 316.31836:2769 317.19601:3691 317.20709:6179 318.07162:3624 318.19:5449 318.21088:3005	
349	Unknown	1428	10.50104	10.55955	10.72044	314.2395	105615.625	338640.1875	null	[M+H]+	M + 1	isotope of 348	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	57.91483	314.08325:2197 314.23953:131491 314.26639:2532 315.00708:2403 315.24191:6923 316.21176:2611 316.31836:2769 317.19601:3691 317.20709:6179 318.07162:3624 318.19:5449 318.21088:3005 319.1347:8867 319.22348:207868	
350	Unknown	1428	10.50104	10.55955	10.64	327.2519	164696.015625	573040.5	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	68.21021	327.00742:8321 327.13992:4963 327.17685:8372 327.23105:14816 327.25189:200314 327.38129:4474 328.23315:4490 328.2551:40683 329.00409:12421 329.1189:3158 329.15561:12662 329.21017:6348 329.24661:11563 329.26749:21047 330.04852:4962 330.25275:8720 330.26285:406995 331.13409:4733 331.25687:4324 331.26663:57670 332.0661:15157 332.20541:2860	
351	Unknown	1428	10.38403	10.55955	10.66194	330.2628	332611.59375	1113063	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	315.6765	330.04852:4962 330.25275:8720 330.26285:406995 331.13409:4733 331.25687:4324 331.26663:57670 332.0661:15157 332.20541:2860 332.26596:4205 333.24017:2992 334.22165:3845 335.06375:3243 335.14169:5856 335.14941:6666 335.16718:6978 335.17169:8863 335.17819:7918 335.18646:17679 335.19516:18868 335.21799:5436406 335.23148:34993 335.23666:16782 335.24478:17109 335.25296:6727 335.25818:6229	
352	Unknown	1428	10.50104	10.55955	10.64731	341.2674	236645.1875	792433.125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	4625.841	341.15567:15780 341.20523:12648 341.26736:298989 342.27075:55381 342.29922:10696 343.17197:5079 343.22305:96571 343.27206:2953 344.2261:23898 344.27881:8806 345.151:4459 345.18732:3564 345.23889:19632 346.2204:3962 346.24219:3695	
353	Unknown	1428	10.42791	10.55955	10.63268	351.1833	181929.734375	676645.125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	56.89799	350.9859:5815 351.14197:3441 351.15964:6167 351.18326:198838 351.21301:10010 351.24973:5886 352.18661:33876 353.15582:15304 353.17603:6411 353.19281:7222 353.22409:2446 354.12915:2476 354.26276:14598 355.13519:6362 355.16989:8587 355.20825:3618	
354	Unknown	1428	10.38403	10.55955	10.65467	359.2179	113347.8671875	460005.53125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2257.187	359.16748:2920 359.20584:9319 359.21793:138266 359.29703:7083 360.22122:27439 361.23395:5455 362.15302:10546 362.21564:3879 363.17734:4038 363.21109:3057 363.24905:20502	
355	Unknown	1428	10.4791	10.55955	10.72044	369.1555	112224.078125	422221.5625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	79.77561	369.11661:2868 369.15552:126331 369.18698:14891 369.19806:2163 369.23743:7799 370.15082:16104 370.16095:17207 370.23978:3131 370.33051:5466 370.42188:2327 371.15115:58457 371.20328:4041 371.27872:3314 371.32571:14059 372.15479:8827 372.27176:2744 372.3287:4220 373.16479:20859	
356	Unknown	1429	10.4791	10.56686	10.6985	259.2046	209268.125	743965.0625	null	[M+H]+	M + 0	similar chromatogram in higher mz_357; similar chromatogram in higher mz_344; similar chromatogram in higher mz_346; similar chromatogram in higher mz_351; similar chromatogram in higher mz_359; similar chromatogram in higher mz_352; similar chromatogram in higher mz_353; similar chromatogram in higher mz_361; similar chromatogram in higher mz_354; similar chromatogram in higher mz_363; similar chromatogram in higher mz_364	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	58.98689	259.1683:2702 259.20456:251739 260.02066:5785 260.11301:2768 260.20782:51877 261.12976:3145 261.22067:6334 261.69638:2508 262.00266:2370 263.08585:2059 263.12473:3918 263.23587:50301 263.38934:2538	
357	Unknown	1429	10.4791	10.56686	10.77175	277.215	5166095.5	17702868	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1992.262	277.15359:4757 277.15714:2368 277.16351:2854 277.16769:4145 277.17752:8287 277.18365:4738 277.18665:4807 277.194:12759 277.19751:10309 277.2049:45327 277.215:6131486 277.22342:74382 277.229:18850 277.23267:9718 277.23743:8594 277.24512:8983 277.25537:8545 277.25848:3957 277.27332:4452 277.27917:3541 277.7431:2269 277.74844:2048 278.2084:7668 278.21835:1211112 278.22693:12817 278.95233:7756 279.09128:5040 279.1001:3040 279.11945:8458 279.15775:3642 279.22174:101721 279.23053:71097 280.22501:3017 280.23392:11761 280.26227:3741 281.0979:5618 281.13483:9161 281.24625:39175	
358	Unknown	1429	10.48642	10.56686	10.80094	278.2184	1014845.25	3455030.75	null	[M+H]+	M + 1	isotope of 357	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	61.11428	277.7431:2269 277.74844:2048 278.2084:7668 278.21835:1211112 278.22693:12817 278.95233:7756 279.09128:5040 279.1001:3040 279.11945:8458 279.15775:3642 279.22174:101721 279.23053:71097 280.22501:3017 280.23392:11761 280.26227:3741 281.0979:5618 281.13483:9161 281.24625:39175 283.1138:10469 283.15085:4962 283.20432:18834	
359	Unknown	1429	10.4791	10.56686	10.71313	335.2178	4423872	14766737	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	88359.84	335.06467:4421 335.13531:3422 335.14154:5374 335.14868:5453 335.15488:4484 335.16696:9344 335.17816:8770 335.18604:13420 335.18939:8676 335.1951:9872 335.20401:37373 335.21783:5239242 335.22934:50936 335.23663:13446 335.24136:8510 335.24802:7040 335.2522:5427 335.25797:6854 335.26184:4319 335.27161:6566 335.2995:3491 335.30341:3313 335.92841:2808 336.16998:3464 336.22122:1036066 337.12402:4091 337.1604:12046 337.20477:6632 337.22418:99337 337.23544:43950 338.16382:3618 338.22531:7934 338.23868:10167 339.14026:12528 339.17572:8315 339.24915:4716	
360	Unknown	1429	10.36214	10.56686	10.71313	336.2212	873484.5625	2908063.75	null	[M+H]+	M + 1	isotope of 359	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1672.394	335.92841:2808 336.16998:3464 336.22122:1036066 337.12402:4091 337.1604:12046 337.20477:6632 337.22418:99337 337.23544:43950 338.16382:3618 338.22531:7934 338.23868:10167 339.14026:12528 339.17572:8315 339.24915:4716 341.15585:11213 341.20572:9103	
361	Unknown	1429	10.44985	10.56686	10.6985	357.1997	612034.25	2204321.75	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	12240.68	357.1492:5550 357.18445:5873 357.19971:699085 357.21118:8809 357.27673:6373 358.20316:130200 358.29373:30286 359.21774:112037 359.29736:6603 360.22113:24097 360.23563:2607 361.23309:9088 362.15277:11932	
362	Unknown	1429	10.37671	10.56686	10.75702	358.2032	118947.4375	424383.5	null	[M+H]+	M + 1	isotope of 361	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2378.949	358.20316:130200 358.29373:30286 359.21774:112037 359.29736:6603 360.22113:24097 360.23563:2607 361.23309:9088 362.15277:11932 362.21426:3520 362.25195:3064 363.15112:3286 363.1763:7339	
363	Unknown	1429	10.35477	10.56686	10.67656	367.1552	473369.1875	1826102.75	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	928.0613	367.1394:4276 367.15518:513816 367.16943:13948 367.20822:5326 367.22305:37056 367.24411:3818 367.28226:5245 368.15851:94043 368.17807:3059 368.22617:8953 368.3136:4355 368.38718:11819 369.1554:117719 369.18622:14834 369.2384:19357 369.3905:3030 370.15109:18161 370.16141:15068 370.36575:3546 371.15082:48218 371.16568:3327 371.20212:2840 371.27551:5197 371.3248:6186 372.15466:7591	
364	Unknown	1429	10.40596	10.56686	10.72781	679.384	174983.234375	493234.25	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3499.665	679.38397:217805 680.38702:93157 681.38501:79960 682.38733:28733 683.37866:26571 684.08691:8271 684.38159:11163	
365	Unknown	1431	10.51567	10.58153	10.65467	389.2643	255544.21875	961439.875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	5033.722	389.13672:49213 389.26434:311319 390.13998:10957 390.26776:74766 390.29562:5490 391.13641:4825 391.15457:9744 391.20328:2672 391.27222:6653 392.26144:3452 393.18552:3875 393.22238:5275 393.29691:3515	
366	Unknown	1431	10.42791	10.58153	10.73507	708.486	106336.1875	330103.65625	null	[M+H]+	M + 0	similar chromatogram in higher mz_367	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2126.724	708.48602:132713 709.48932:56755 710.49194:14233 711.4798:3094 712.3382:2454 712.51917:3062 713.39258:14066 713.44104:19138	
367	Unknown	1432	10.42059	10.58881	10.74971	752.5129	139409.265625	428036.375	null	[M+H]+	M + 0	similar chromatogram in higher mz_368; similar chromatogram in higher mz_369	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2788.185	752.2373:3323 752.27899:2232 752.51294:175186 753.03894:2611 753.51593:68440 754.26849:2802 754.51825:19121 755.52026:3760 756.55243:9540 757.46875:27313	
368	Unknown	1432	10.42791	10.58881	10.75702	796.5391	139167.53125	430473.84375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2783.351	796.53906:174143 796.57928:5581 797.54248:72529 797.5835:3041 798.54492:19474 798.90698:3068 799.31818:7201 799.54907:3795 801.49432:28082	
369	Unknown	1433	10.44253	10.59611	10.72044	840.5646	109154.1875	323967.5625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2183.084	840.56464:145269 840.95929:3368 841.05853:6734 841.16675:3461 841.56805:67607 842.57111:20182 842.68976:6860 843.57678:4137 843.98956:5016 844.02759:3493 845.20319:2217 845.51984:18904	
370	Unknown	1436	10.57418	10.6181	10.73507	303.2309	202550.5	802654.875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	9.652265	303.06375:4428 303.21594:15502 303.23093:272944 304.21878:2605 304.23428:57943 304.29877:3311 304.68216:2486 305.1344:2718 305.1561:6489 305.24661:130364 306.19086:4545 306.24988:26709 307.11487:3361 307.15118:9422 307.18643:7109 307.2236:7432 307.25351:5010 307.26169:5307 308.06607:28459	
371	Unknown	1439	10.57418	10.64	10.72044	345.2391	164136.0625	850320.375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	91.76229	345.15167:3500 345.23907:190958 345.31662:3745 346.22238:9299 346.24243:38184 347.12369:7853 347.24564:3081 348.23682:2683 348.2876:3491 348.98889:8893 349.14462:3757 349.16104:3948 349.23413:8029	
372	Unknown	1443	10.44985	10.66925	10.74971	245.2254	379731.09375	1636925.25	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	7594.622	245.1122:3947 245.15213:2530 245.22545:459830 246.22878:76185 247.12738:3149 247.23222:9266 248.02061:45368 249.02393:3046 249.10852:8291 249.18425:3751 249.95033:2088 250.02101:10558 250.03427:2414	
373	Unknown	1443	10.41328	10.66925	10.74971	263.2359	1029866.125	4629871	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	280.131	262.98047:8543 263.0881:3693 263.23593:1200601 263.2485:5618 264.23926:222035 264.86484:2803 265.10345:9244 265.13864:3096 265.17618:3861 265.2428:21707 267.1192:18744 267.15509:3747 268.10291:12523 268.12137:2958	
374	Unknown	1443	10.43538	10.66925	10.75702	264.2393	199856.921875	885776.1875	null	[M+H]+	M + 1	isotope of 373	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3997.138	264.23926:222035 264.86484:2803 265.10345:9244 265.13864:3096 265.17618:3861 265.2428:21707 267.1192:18744 267.15509:3747 268.10291:12523 268.12137:2958 268.99814:2698 269.10339:8197 269.13477:11567 269.20734:2888 269.21732:2436 269.22479:8487	
375	Unknown	1443	10.50104	10.66925	10.74971	281.2465	2317470.5	8260330	null	[M+H]+	M + 0	similar chromatogram in higher mz_377	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	4345.748	281.09802:4688 281.13495:11588 281.17032:2970 281.22922:13930 281.24646:2686019 281.26089:14267 281.2666:7406 282.10175:2320 282.13824:2425 282.24976:539319 283.11432:8302 283.14957:7538 283.22324:40742 283.25327:46091 283.26181:3066 283.7757:2479 284.22672:6777 284.25635:4389 285.12927:10500 285.24173:3116	
376	Unknown	1443	10.48642	10.66925	10.74971	282.2498	454380.40625	1596224.375	null	[M+H]+	M + 1	isotope of 375	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	9087.608	282.10175:2320 282.13824:2425 282.24976:539319 283.11432:8302 283.14957:7538 283.22324:40742 283.25327:46091 283.26181:3066 283.7757:2479 284.22672:6777 284.25635:4389 285.12927:10500 285.24173:3116 287.23578:26743	
377	Unknown	1443	10.55955	10.66925	10.74971	299.257	765436.3125	2589933.25	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	90.43417	299.07339:4622 299.14584:5286 299.25696:929333 299.27316:2939 299.27988:2463 299.28326:2698 300.26028:165243 301.13977:18500 301.26352:16839 302.19379:2394 303.21555:21503 303.23087:27774 304.21472:3497 304.23444:4233	
378	Unknown	1443	10.55224	10.66925	10.74971	300.2603	145002.140625	481268.4375	null	[M+H]+	M + 1	isotope of 377	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2889.053	300.26028:165243 301.13977:18500 301.26352:16839 302.19379:2394 303.21555:21503 303.23087:27774 304.21472:3497 304.23444:4233 305.21402:4726 305.2464:129373	
379	Unknown	1443	10.50841	10.66925	10.74971	321.2388	3065960.75	13417595	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1210.846	321.1926:6656 321.20578:3116 321.20966:6574 321.2178:19765 321.23883:3564211 321.25641:15747 321.26376:11488 321.27768:3105 321.28131:5320 321.57526:2704 322.24225:708567 322.25546:3704 323.10989:3696 323.14542:18858 323.16449:3188 323.18286:2723 323.24548:55369 323.2569:60758 324.26025:11135 325.12448:6209 325.16064:16492 325.19775:2971 325.21506:17592 326.16473:3849 326.21811:4004	
380	Unknown	1443	10.51567	10.66925	10.74971	322.2422	592459.5	2553065.5	null	[M+H]+	M + 1	isotope of 379	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	178.7273	322.24225:708567 322.25546:3704 323.10989:3696 323.14542:18858 323.16449:3188 323.18286:2723 323.24548:55369 323.2569:60758 324.26025:11135 325.12448:6209 325.16064:16492 325.19775:2971 325.21506:17592 326.16473:3849 326.21811:4004 326.37695:17168 327.00726:9045 327.13998:9035 327.17517:4510 327.20038:3595 327.23041:3380	
381	Unknown	1443	10.43538	10.66925	10.78627	335.1656	142139.84375	806355.5	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	75.44744	335.14481:5694 335.16559:164277 335.18103:3453 335.2182:19426 336.16922:25697 336.2215:3531 336.23584:2987 337.12506:3347 337.16092:12427 337.20383:162566 337.23349:9784 338.20728:36333 338.23669:3361 339.14014:10958 339.17651:5257 339.20697:2696 339.25085:3007	
382	Unknown	1443	10.43538	10.66925	10.75702	337.2038	141116.546875	611575.375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	57.32923	337.12506:3347 337.16092:12427 337.20383:162566 337.23349:9784 338.20728:36333 338.23669:3361 339.14014:10958 339.17651:5257 339.20697:2696 339.25085:3007 340.28357:2851 341.15591:7945 341.17621:4557 341.20477:4294 341.26495:10436	
383	Unknown	1443	10.62537	10.66925	10.7424	343.2208	473019.09375	1753447.125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	184.2823	343.17184:8645 343.22083:538583 343.23572:3616 344.17593:2834 344.224:97509 344.31458:22399 345.23877:134768 345.31882:5479 346.22186:6743 346.24219:21249 346.27124:3487 347.12442:7782 347.14645:3225 347.25674:29880 348.12793:3373 348.20062:3425	
384	Unknown	1443	10.55224	10.66925	10.69125	343.2223	473019.09375	2253052.25	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	189.8869	343.17184:8645 343.22083:538583 343.23572:3616 344.17593:2834 344.224:97509 344.31458:22399 345.23877:134768 345.31882:5479 346.22186:6743 346.24219:21249 346.27124:3487 347.12442:7782 347.14645:3225 347.25674:29880 348.12793:3373 348.20062:3425	
385	Unknown	1443	10.43538	10.66925	10.74971	353.1761	436755.5625	1784484.125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	8735.111	352.98428:3586 353.15439:7128 353.17609:489843 353.19345:8410 353.30463:4625 354.15921:4865 354.17944:85181 355.13324:3960 355.17621:21426 355.18497:6418 355.24435:5303 356.17349:15881 357.17105:11301 357.18103:3866 357.20004:4384	
386	Unknown	1446	10.63268	10.69125	10.87407	329.2461	242048.609375	920780	null	[M+H]+	M + 0	similar chromatogram in higher mz_387	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	46.18528	329.004:11608 329.15567:15004 329.24612:286023 330.22583:3263 330.24948:63402 331.2204:7473 331.26074:6289 332.06497:8106 332.23013:2349 332.24191:2832 333.15021:14509 334.16791:3161 334.18512:3206 334.22073:3406	
387	Unknown	1446	10.63268	10.69125	10.78627	369.2385	258443.875	940761.4375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	4903.616	369.18695:12756 369.23846:312863 369.26285:4762 370.19052:4537 370.24191:79294 370.29352:2605 371.10083:3613 371.16519:2964 371.20197:4304 371.22214:2773 371.2449:5527 371.27527:11656 372.28119:2700	
388	Unknown	1461	10.74971	10.80094	10.94722	281.2466	237365.53125	782774.625	null	[M+H]+	M + 0	similar chromatogram in higher mz_389; similar chromatogram in higher mz_391; similar chromatogram in higher mz_393	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	436.9756	281.13452:6225 281.17072:4283 281.24664:285462 281.93442:2934 282.25:54397 283.11447:6314 283.15085:3898 283.22351:13441 283.25388:3442 284.18405:2627 285.12964:10674 285.22034:8448 285.24182:4375	
389	Unknown	1461	10.73507	10.80094	10.88134	313.2728	565641.8125	1749290.5	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	23.27238	313.16116:13317 313.21451:2799 313.24994:3614 313.25513:5014 313.27277:706876 313.28595:2717 314.19525:3205 314.27618:134603 315.12537:2784 315.27927:17120 316.21017:3896 316.28369:3403 318.19061:5491 318.22653:4427	
390	Unknown	1461	10.72044	10.80094	10.91791	314.2762	113132.7734375	357043.3125	null	[M+H]+	M + 1	isotope of 389	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	24.77379	314.19525:3205 314.27618:134603 315.12537:2784 315.27927:17120 316.21017:3896 316.28369:3403 318.19061:5491 318.22653:4427 319.14865:3492 319.22314:5971	
391	Unknown	1461	10.74971	10.80094	10.91066	321.2391	1079851.75	3584429.25	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	420.0163	321.07492:3608 321.12982:3306 321.16779:3545 321.22183:4697 321.22806:10092 321.23907:1373693 321.25171:8638 322.24246:257379 323.14548:12255 323.18277:3736 323.21964:3062 323.24564:18158 323.25674:5764 324.24942:3014 325.16098:11541 325.20023:3174	
392	Unknown	1461	10.74971	10.80094	10.92522	322.2425	199797.09375	658344.3125	null	[M+H]+	M + 1	isotope of 391	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	59.71779	322.24246:257379 323.14548:12255 323.18277:3736 323.21964:3062 323.24564:18158 323.25674:5764 324.24942:3014 325.16098:11541 325.20023:3174 326.37708:17726 327.00711:15341 327.14035:6901 327.17618:4537 327.23022:4653	
393	Unknown	1461	10.74971	10.80094	10.89597	353.1763	111872.1171875	352584.90625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2216.132	352.98672:2607 353.1553:8968 353.1763:141981 353.19241:9439 353.22781:3400 353.2525:7569 353.26578:5807 354.17957:27690 354.25433:3183 354.93961:2989 355.06937:4115 355.17688:14172 355.24316:4021 356.17291:5371 356.27783:5491 357.14545:6626 357.17163:7493	
394	Unknown	1468	10.75702	10.85209	10.91791	371.2542	126089.8125	475586.21875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2515.329	371.10043:2904 371.17111:50541 371.25421:149769 371.27435:4196 372.16672:6079 372.17737:6334 372.25781:39742 373.16653:21626 373.26212:3160 374.25101:3147 374.30228:3453 375.16425:3784 375.18024:12101 375.21289:4754 375.24869:5043 376.18311:3075	
395	Unknown	1469	10.78627	10.8594	10.97643	233.2251	213573.109375	677703.375	null	[M+H]+	M + 0	similar chromatogram in higher mz_396; similar chromatogram in higher mz_398; similar chromatogram in higher mz_401; similar chromatogram in higher mz_403; similar chromatogram in higher mz_404; similar chromatogram in higher mz_406; similar chromatogram in higher mz_407; similar chromatogram in higher mz_409; similar chromatogram in higher mz_411; similar chromatogram in higher mz_413; similar chromatogram in higher mz_414; similar chromatogram in higher mz_415	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	416.4436	233.14278:2407 233.2251:250892 234.02513:3655 234.22842:39806 235.02365:3357 235.16812:4486 235.20403:4852 235.23178:5006 236.02028:59146 236.11024:2856 237.02562:2482 237.07748:4624 237.10832:10220 237.18336:5499 237.22064:3748 238.02077:13684	
396	Unknown	1469	10.76437	10.8594	10.99105	251.2356	318230.5	1034536.6875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	6364.61	251.04541:37514 251.08795:3277 251.12427:9975 251.19911:4496 251.2356:343688 252.01672:4077 252.04845:4126 252.23895:57796 253.1035:8983 253.13892:3805 253.17848:3477 253.24295:3316 253.2505:2861 255.0531:2452 255.11871:7707 255.23024:4934	
397	Unknown	1469	10.75702	10.8594	11.013	261.2199	120982.609375	501795	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	7.370734	261.12943:6799 261.21988:140119 262.0209:4220 262.22318:25477 262.97995:5076 263.12341:3065 263.18341:2447 263.22711:4425 263.23578:7762 265.10324:6556 265.13956:3458 265.177:2786 265.25116:50899	
398	Unknown	1469	10.79359	10.8594	10.93253	279.2304	350918.21875	1185199.25	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	131.1903	278.95248:19877 279.09229:3180 279.1188:9350 279.15512:4029 279.23041:386754 280.2337:79512 280.26224:4180 281.09763:4914 281.13425:16679 281.23709:5089 281.24606:6150 283.11356:10904 283.14914:6212 283.26163:316776	
399	Unknown	1469	10.78627	10.8594	10.91066	297.2409	581594.625	1887745.875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	11.00117	297.07257:6509 297.12915:13037 297.1662:5181 297.24088:678624 297.25296:5309 298.2442:126792 298.84625:2057 298.849:2171 299.07269:5112 299.10876:5170 299.1626:3297 299.24713:6837 299.25607:7218 300.28647:2502 301.13962:17334 302.14316:4740	
400	Unknown	1469	10.79359	10.8594	10.91066	298.2442	116515.328125	366082.03125	null	[M+H]+	M + 1	isotope of 399	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	8.87111	298.2442:126792 298.84625:2057 298.849:2171 299.07269:5112 299.10876:5170 299.1626:3297 299.24713:6837 299.25607:7218 300.28647:2502 301.13962:17334 302.14316:4740 302.27429:2476 303.15283:3284 303.23053:15227	
401	Unknown	1469	10.74971	10.8594	10.93253	311.2564	1119470.5	3611431.5	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	779.4414	311.10797:4477 311.14508:14807 311.181:6250 311.25641:1249452 311.26935:7853 311.89493:2621 312.2598:233502 313.16034:14597 313.25131:12891 313.26358:22517 313.71136:2542 314.27524:3097 315.11926:2722 315.2514:416502 316.25461:66924	
402	Unknown	1469	10.69125	10.8594	10.93253	312.2598	219819.78125	705154.875	null	[M+H]+	M + 1	isotope of 401	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	163.5928	311.89493:2621 312.2598:233502 313.16034:14597 313.25131:12891 313.26358:22517 313.71136:2542 314.27524:3097 315.11926:2722 315.2514:416502 316.25461:66924 316.31497:2854 317.2583:6999	
403	Unknown	1469	10.7424	10.8594	11.04956	315.2514	357092.84375	1161384.125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	11.15285	315.11926:2722 315.2514:416502 316.25461:66924 316.31497:2854 317.2583:6999 318.18909:4743 319.13351:15433 319.15527:4292 319.20886:3426 319.22266:7789 320.06555:37436 320.2178:7744	
