PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
0	Unknown	619	4.357617	4.642845	4.833002	432.2807	198405.328125	1165368.625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	169.9664	432.28067:211598 433.2843:47221 434.28387:5380 434.97076:2549 435.77216:3721 437.23608:51532	
1	Unknown	656	4.6721	4.913508	5.059773	476.3069	209164.0625	985697.75	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	313.279	476.30695:222109 477.31052:48618 478.31125:6408 481.26236:50365	
2	Unknown	675	4.730659	5.052536	5.396145	218.2114	4794605.5	23055414	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	95892.11	217.98714:7761 217.99565:2607 218.10249:20213 218.16844:5314 218.18288:7136 218.18739:5453 218.18944:3397 218.1925:9948 218.1973:12342 218.19972:21459 218.20435:21960 218.2114:5387151 218.21758:33399 218.22162:19776 218.22762:12105 218.23259:7942 218.23468:4388 218.23741:6829 218.24228:6070 218.24677:3637 218.26173:5080 218.58658:5306 218.995:35377 219.01758:7952 219.10593:2497 219.17223:2756 219.21472:702486 219.22485:4082 220.00233:2515 220.04909:50683 220.21393:12302 220.21884:29125 220.99536:6914 221.05263:4692 222.09831:2705 222.11273:5460 222.98544:2834 222.9906:4029	
3	Unknown	675	4.869578	5.052536	5.359575	219.2147	617412.9375	2938557.5	null	[M+H]+	M + 1	isotope of 2	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	12348.26	218.995:35377 219.01758:7952 219.10593:2497 219.17223:2756 219.21472:702486 219.22485:4082 220.00233:2515 220.04909:50683 220.21393:12302 220.21884:29125 220.99536:6914 221.05263:4692 222.09831:2705 222.11273:5460 222.98544:2834 222.9906:4029	
4	Unknown	683	4.854957	5.11092	5.264512	216.1959	88963.9921875	443351.90625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	166.5852	215.99545:8500 216.08669:16301 216.19589:95627 216.98009:3210 216.99931:3910 217.10803:6786 217.19911:11290 217.9874:8406 218.06024:3102 218.10242:24522 218.20343:5210 218.2115:1556730 218.21881:6766 218.22134:5225 218.62622:2310 218.9951:31941 219.01753:5663 219.21484:204839 220.00339:3541 220.04922:63298 220.11803:4147 220.21857:11422 220.99544:7171 221.0522:3349 221.05981:2269	
5	Unknown	684	4.90614	5.118228	5.293753	188.2009	192823.9375	1000705.75	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3856.479	188.09175:8195 188.1282:3652 188.2009:211686 188.78452:2434 189.03395:2764 189.20421:23350 189.45537:2606 190.00089:13881 191.02283:5135 191.04919:3024 191.0681:2445 192.96167:13189 193.08369:2810	
6	Unknown	689	4.90614	5.154795	5.25719	520.3333	221418.015625	865436.9375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	410.7187	520.1311:3242 520.33325:262656 520.93628:3046 521.33661:55054 522.33868:12376 522.53442:3498 525.28851:42418	
7	Unknown	695	5.096345	5.198678	5.396145	174.1853	851199.5625	4185211.25	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	17023.99	173.96109:47172 173.972:9723 173.98508:4284 173.99782:4401 174.07614:25960 174.1853:912400 174.3073:2013 174.96889:296695 175.04524:16462 175.10764:3668 175.18867:98366 175.97203:11039 175.99739:4402 176.04607:4269 176.0918:30272 176.96931:35572 177.03387:223254 177.96701:11755 177.99234:75398 178.03728:7552 178.96454:12184 178.99535:2242 179.00015:11369	
8	Unknown	695	4.986632	5.198678	5.374203	175.1887	88892.171875	430949.21875	null	[M+H]+	M + 1	isotope of 7	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1777.844	174.96889:296695 175.04524:16462 175.10764:3668 175.18867:98366 175.97203:11039 175.99739:4402 176.04607:4269 176.0918:30272 176.96931:35572 177.03387:223254 177.96701:11755 177.99234:75398 178.03728:7552 178.96454:12184 178.99535:2242 179.00015:11369	
9	Unknown	697	5.125542	5.213312	5.41809	231.0652	181870.21875	697395.75	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3637.404	231.06522:211013 231.08417:4078 232.0493:10776 232.0686:30538 233.04709:2803 233.06955:3641 234.01874:5500 234.02631:6116 234.99069:4073 235.01393:11874 235.02528:3062 235.16922:3210 236.02162:125134	
10	Unknown	718	5.118228	5.366895	5.557187	564.3594	195435.546875	728980.9375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	354.6129	564.35944:227274 565.30658:3069 565.36292:57849 566.36517:14852 569.31482:36383	
11	Unknown	726	5.198678	5.425447	5.535165	232.1908	106818.15625	438771.3125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2136.363	231.76706:2259 232.04945:10062 232.19077:132766 233.19409:15500 233.42683:2463 233.6626:2407 233.95795:3551 234.02574:3747 234.99037:7064 235.01393:10515 235.20526:2700 235.96072:2430 236.02164:126218 236.87407:2319 237.02571:4043	
12	Unknown	745	5.352312	5.564382	5.659438	608.3857	125377.234375	436304.125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	201.9504	608.38574:155447 609.19611:5552 609.38953:44046 609.70105:3883 610.39203:10379 610.98328:3214 613.341:20084	
13	Unknown	752	5.366895	5.615551	5.834959	234.2064	674756	3063485.75	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	13495.12	234.01878:8738 234.02632:5164 234.19597:3447 234.20641:719023 234.21442:2245 235.01363:7591 235.20261:3356 235.20969:89245 236.02156:114608 237.02498:6742 238.02202:29954 239.01974:4091	
14	Unknown	752	5.549742	5.615551	5.754557	235.2097	80691.2578125	369475.96875	null	[M+H]+	M + 1	isotope of 13	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	68.31178	235.01363:7591 235.20261:3356 235.20969:89245 236.02156:114608 237.02498:6742 238.02202:29954 239.01974:4091 240.01732:9512	
15	Unknown	765	5.600925	5.710627	5.769136	273.1673	189042.8125	1247386.875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	151.5897	272.93713:6893 273.1673:196800 274.17062:30732 275.17508:3149 277.07343:6834 277.12766:2212	
16	Unknown	767	5.462015	5.725379	5.922722	185.1149	166920.265625	1843128.875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	74.72639	185.1149:169110 185.15398:2677 186.07385:1875 186.07574:1850 186.09935:2301 186.11818:13644 186.18111:2073 186.99248:2928 187.00533:8642 187.06456:2954 188.09172:9725 189.03352:2485 189.39003:2090 190.00058:7111 190.10774:3135	
17	Unknown	769	5.564382	5.739883	5.842272	652.4117	89340.7421875	293170.46875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1786.815	652.23163:3197 652.41168:113965 653.33759:3265 653.41541:34028 654.01025:6882 654.41852:7606 655.99347:2671 656.93591:28764 657.36713:12586	
18	Unknown	826	5.966603	6.156803	6.36885	331.2594	185802.921875	698481.9375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3716.058	331.00333:2999 331.17294:26690 331.2594:197864 332.1756:4394 332.26273:37264 333.26553:5416 335.06476:3805	
19	Unknown	829	6.098248	6.1787	6.33965	207.1592	206108.71875	719749	null	[M+H]+	M + 0	similar chromatogram in higher mz_20	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	433.3419	206.99509:29468 207.15918:242606 207.69444:2064 208.16248:27471 208.9955:18632 209.15445:2449 209.19627:2079 210.99092:6670 211.09367:5781 211.97716:12898	
20	Unknown	829	5.937397	6.1787	6.332282	229.1411	309936.40625	1089457.5	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	444.7069	229.11855:22392 229.13472:3156 229.14113:363163 230.14441:41894 231.01971:5105 232.04939:13417 232.19064:8453 233.58095:2493 234.01866:4595 234.02592:6786	
21	Unknown	841	6.061803	6.266528	6.493186	243.0878	134454.515625	493410.5	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	141.5021	243.03104:3276 243.0878:153477 244.04922:2527 244.09114:20829 245.06364:2862 246.17033:3016 247.14449:6817 248.02173:26993	
22	Unknown	855	6.251845	6.36885	6.405416	356.3524	399880.0625	1313237	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	620.2344	356.26459:6569 356.35236:455740 356.36673:3488 357.35577:110163 358.35956:6253 359.25461:3810 361.21964:15091	
23	Unknown	891	6.463927	6.632188	6.793038	341.2435	194252.640625	817877.6875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	54.74932	341.24353:213041 342.24701:40412 343.25021:4627 345.18854:6709	
24	Unknown	908	6.522487	6.75647	7.049012	228.232	87997.1015625	437607.0625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	165.8985	228.23203:103836 229.11807:23240 229.2352:15552 230.10191:3374 231.01854:3156 231.03294:2125 232.04916:15941	
25	Unknown	908	6.65408	6.75647	7.217273	246.2425	4193594	21157712	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	8381.667	246.20657:3062 246.20927:3344 246.21167:4007 246.21736:4924 246.22252:6845 246.2254:6747 246.23044:16907 246.24254:4619034 246.2507:19666 246.25435:16640 246.25668:11156 246.26477:5607 246.27013:4312 246.27319:3842 246.69142:3919 246.74762:2356 247.24583:664446 248.02127:33712 248.24939:38981 249.25375:2661 250.02159:7549 251.14052:3306	
26	Unknown	908	6.515121	6.75647	6.990503	247.2458	616081.8125	3098273.5	null	[M+H]+	M + 1	isotope of 25	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	12321.64	246.74762:2356 247.24583:664446 248.02127:33712 248.24939:38981 249.25375:2661 250.02159:7549 251.14052:3306 252.01759:2768	
27	Unknown	913	6.749162	6.793038	6.902884	155.9742	220223.28125	1537059.5	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	9.151408	155.97423:264974 156.06311:70040 156.9525:3075 156.95824:22803 156.97733:11732 157.08353:16476 157.09723:7187 157.12172:3433 157.97467:58540 158.08116:28798 158.77423:2353 158.95845:4809 158.96397:3889 158.97208:5864 158.97797:2975 158.99646:120251 159.01306:10850 159.97015:21749 160.00006:3399 160.06047:6117	
28	Unknown	914	6.749162	6.800357	6.844232	146.9739	842478.5	3936405.75	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	18.7816	146.95885:15788 146.97394:917228 146.9816:2850 147.05028:17216 147.0782:3140 147.08453:46813 147.97472:26575 147.9771:30294 148.06041:4465 148.08528:3108 148.0968:11439 148.95441:5639 148.97433:121134 148.97791:10013 149.01862:8588 149.02339:26952 149.03903:7517 149.26755:2582 149.97224:25753 150.0759:6214 150.96986:47591 151.11174:12994	
29	Unknown	914	6.75647	6.800357	6.858867	174.9689	284976.65625	1450785.125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	14.40742	174.96887:305298 174.97404:2649 175.04515:12512 175.07947:3210 175.112:2640 175.97165:9268 175.99713:4905 176.0918:29637 176.96938:19168 176.98451:6836 176.9893:3430 177.03387:76723 177.96678:6616 177.99232:64219 178.96472:7002 178.98463:3577 178.99522:2610 179.00015:18588 179.0636:4369 179.10722:4226	
30	Unknown	916	6.566438	6.815032	7.056332	216.2323	108246.875	612502.875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2164.938	216.07167:4359 216.08691:10575 216.23225:112411 217.10323:3208 217.2356:17682 218.10242:19091 218.99521:28879 219.01768:2973 219.1049:2727 220.04929:54345 220.99554:7347 221.05254:4649	
31	Unknown	928	6.829607	6.902884	7.144136	202.2165	380398.40625	1919283.75	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	7607.968	201.99271:20106 202.21646:385599 202.5739:2251 202.99312:3191 203.02271:8842 203.21982:52153 204.07164:14620 204.2234:3301 205.9872:13493 206.10219:5527 206.99501:19584 207.01648:2655	
32	Unknown	933	6.8516	6.939308	7.122147	275.055	369786.625	1982571.75	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	131.4046	275.05499:390761 275.0647:2303 276.05835:58600 276.19598:5260 277.06284:4289 278.9538:10248 279.15988:6021	
33	Unknown	961	6.997873	7.144136	7.326978	227.1254	304582.5	1421614	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	196.3934	227.12538:354000 228.12875:37734 229.11827:23180 229.1286:4150 229.14363:4563 230.1022:4006 232.0495:14878	
34	Unknown	968	6.939308	7.195283	7.422012	262.2378	447479.3125	2156727	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	8949.586	262.23776:502679 262.98215:8006 263.14169:2967 263.24109:70700 264.24448:3930	
35	Unknown	972	7.16603	7.224538	7.40749	325.1988	93269.90625	305130.65625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	58.70966	325.19879:125939 326.20215:25254 327.00812:17008 329.00537:16057 330.00836:3039	
36	Unknown	977	7.122147	7.261112	7.656092	275.0551	243829.71875	1915243.375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	89.24402	275.05511:261685 275.10986:2526 276.05847:36425 278.95404:9139	
37	Unknown	1013	7.400115	7.524397	7.743913	325.2485	375983.125	1467116.125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	412.3604	325.24854:454708 325.8493:2256 326.25189:83087 327.00815:16685 327.20084:4269 327.21402:25720 327.25485:6401 328.21762:6495 329.00507:16103 329.19418:3871 329.2424:2939 330.00793:3210	
38	Unknown	1013	7.312308	7.524397	7.685295	347.2305	163650.890625	619030.4375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	333.5321	347.18448:2131 347.23053:190888 348.23376:37417 348.99048:7741 349.23621:4444 350.98553:4857 351.72906:2651	
39	Unknown	1014	7.422012	7.53171	7.75843	356.3524	103689.1875	541005.9375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	160.8272	356.35236:114995 357.35571:28160 359.09085:1998 359.15216:2942	
40	Unknown	1026	7.546387	7.61954	7.875504	213.1461	199078.140625	1101946.75	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	98.60423	213.10172:3576 213.14606:218609 213.97749:6986 213.99236:2458 214.14943:24209 214.18011:10976 216.08665:8051 216.97983:2808 217.06624:4535 217.10347:5200 218.10226:10750	
41	Unknown	1042	7.509829	7.73649	7.992465	259.06	5169913	22982644	null	[M+H]+	M + 0	similar chromatogram in higher mz_43	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	7639.369	259.01364:3312 259.01785:4479 259.02316:6853 259.02884:5195 259.03241:8671 259.03479:4564 259.03839:9053 259.04187:14914 259.04507:15368 259.0498:27117 259.06:5615433 259.07248:26117 259.10303:6558 259.10559:4103 259.12842:4651 259.54471:3240 259.60596:3479 260.02261:4118 260.05334:2559 260.06332:849829 260.07166:2598 260.12601:2943 261.06363:44400 261.13083:5200 262.06747:10792 262.98123:6417	
42	Unknown	1042	7.487828	7.73649	7.912182	260.0633	791711.1875	3481843	null	[M+H]+	M + 1	isotope of 41	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	15834.22	259.60596:3479 260.02261:4118 260.05334:2559 260.06332:849829 260.07166:2598 260.12601:2943 261.06363:44400 261.13083:5200 262.06747:10792 262.98123:6417	
43	Unknown	1042	7.509829	7.73649	7.977845	345.0056	148890.09375	654718.1875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2977.802	345.00558:164751 345.0878:10628 346.00906:22843 347.00583:60310 347.23013:3233 348.00262:3906 348.00983:5838 348.99023:6890 349.00131:19356	
44	Unknown	1047	7.699924	7.773073	7.91933	149.0232	506575.59375	2338977.25	null	[M+H]+	M + 0	similar chromatogram in higher mz_45; similar chromatogram in higher mz_46	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	161.7889	148.95398:3981 148.97421:125714 148.97765:3090 149.01839:10757 149.02322:548877 149.02652:3293 149.02881:4627 149.03113:2284 149.03325:2202 149.03836:3079 149.04773:2627 149.1324:2399 149.6106:2088 149.97197:17922 149.97763:3120 150.02658:53088 150.07539:2954 150.96962:52480 151.02789:2726 151.07513:3481 151.11168:4712 152.04716:8815 152.06198:15818 152.96716:6303 153.06544:6578 153.06956:3473 153.09079:3679 153.12726:9736 153.76402:2158 153.97858:3198	
45	Unknown	1047	7.677982	7.773073	7.912182	177.0545	209366.109375	845917.375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	201.5234	176.96924:13755 177.03378:15144 177.05447:229913 177.05847:2100 177.09534:3446 177.12743:2692 177.96671:3473 177.99214:40623 178.05783:26086 178.96442:6862 178.99625:2128 179.00003:11174 179.10658:3335 180.97829:10154 181.00046:33174 181.04944:15507 181.08336:4120 181.12239:3247	
46	Unknown	1047	7.699924	7.773073	7.948633	245.0783	259371.625	1068784.25	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	211.4355	245.07826:288123 246.08154:42288 248.02132:30561 250.02191:7104	
47	Unknown	1054	7.802361	7.82426	7.890075	134.0812	2832122	13992364	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	5.056591	133.927:2915 133.97305:2705 134.0676:5939 134.06998:3096 134.0732:6308 134.07449:8423 134.07648:17440 134.07785:15317 134.08119:2935114 134.08514:11393 134.08676:12991 134.08884:7203 134.09122:4209 134.26129:3219 134.95824:2089 135.04425:3535 135.07828:13356 135.08455:161189 136.02119:2678 136.0618:91823 136.08546:17811 136.1147:2162 137.01909:5557 137.06508:5489 137.09602:3097 139.05011:2998 139.07542:4479	
48	Unknown	1061	7.69267	7.875504	8.02904	274.2634	84540.65625	423788.0625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1690.813	274.19623:5905 274.20291:6457 274.20593:2943 274.23376:11463 274.2403:11534 274.24405:11501 274.25439:22175 274.26035:49053 274.26477:86157 274.27365:8298742 274.28409:75699 274.29013:33377 274.29578:16878 274.30048:10905 274.30435:5887 274.3103:11583 274.3168:6053 274.32111:4224 274.32712:3697 274.33121:5636 274.34152:5465 274.34802:6281 274.36771:3268 274.7067:2769 274.78757:2677 274.80222:5180 274.83517:4551 274.86026:3413 275.05521:4056 275.20038:39739 275.27704:1466885 275.28738:12824 275.29349:5465 275.2984:2837 275.49219:2156 276.20367:7671 276.28043:85162 277.28345:4269 278.95319:6258 279.15964:2958	
49	Unknown	1062	7.677982	7.882761	8.02904	256.2632	204830.9375	1049243	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	301.7704	256.26321:207912 256.9642:6563 257.18964:9399 257.26648:31012 258.00296:3599 259.05978:37477 259.1283:3368 260.02127:4841 260.06351:5618 261.02792:2085 261.1308:3671	
50	Unknown	1062	7.560982	7.882761	8.30695	274.2737	7994920	44681072	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	5714.652	274.2309:6777 274.23373:10106 274.24036:15625 274.24728:10597 274.25739:25585 274.26343:55784 274.27365:8446698 274.28732:39790 274.29425:12038 274.29672:12298 274.3038:14027 274.31039:11399 274.31674:5746 274.32126:3766 274.32718:4342 274.33456:3355 274.34076:4094 274.34479:2436 274.4715:2609 274.76953:3685 274.80191:4816 274.81674:3054 274.8696:3613 275.05481:5377 275.20026:75503 275.26071:4414 275.27701:1494323 276.1535:2176 276.20349:10474 276.2804:109213 277.28336:4624 278.95331:7657 279.15909:5424	
51	Unknown	1062	7.787685	7.882761	8.16804	275.277	1412612.75	7740684	null	[M+H]+	M + 1	isotope of 50	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	28252.25	274.80191:4816 274.81674:3054 274.8696:3613 275.05481:5377 275.20026:75503 275.26071:4414 275.27701:1494323 276.1535:2176 276.20349:10474 276.2804:109213 277.28336:4624 278.95331:7657 279.15909:5424	
52	Unknown	1062	7.656092	7.882761	8.16804	276.2804	97128.109375	524841.3125	null	[M+H]+	M + 2	isotope of 50	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1942.562	276.1535:2176 276.20349:10474 276.2804:109213 277.28336:4624 278.95331:7657 279.15909:5424	
53	Unknown	1062	7.663355	7.882761	8.160686	296.2557	108939.5703125	567127	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2178.792	296.25571:105231 297.07422:5306 297.25873:16051 299.07526:3608 299.29507:2296 301.14014:4536	
54	Unknown	1064	7.780375	7.89739	8.04366	158.1538	99076.7578125	426146.71875	null	[M+H]+	M + 0	similar chromatogram in higher mz_56; similar chromatogram in higher mz_55; similar chromatogram in higher mz_57	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	168.9405	157.97452:50649 158.08107:18298 158.15378:117258 158.99634:91222 159.01315:5393 159.11661:3436 159.15706:7006 159.96997:17498 159.99956:4080 160.06042:3654 160.09673:3080 161.01196:3369 161.09602:7412 161.13118:2155 161.96716:2988 162.07605:9901 163.03873:4891 163.06017:4155 163.11142:3517 163.12291:9153 163.14749:2931	
55	Unknown	1064	7.787685	7.89739	7.970525	293.2108	101082.8671875	344203.78125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	10.84356	293.21082:112049 294.2142:24277 295.91327:2601 296.25571:99192 297.07401:6242 297.25909:12009	
56	Unknown	1065	7.75843	7.904703	7.970525	275.2003	98360.3125	340406.65625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	8.685058	274.73703:2325 274.80191:7208 274.80923:3525 274.85165:3451 275.05423:3430 275.20026:119715 275.26105:4240 275.27698:1121639 276.20349:21753 276.28049:72201 277.20721:3675 278.017:2746 278.95343:7836 279.15845:2620	
57	Unknown	1065	7.773073	7.904703	7.977845	351.2138	504749.84375	1753488.875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	146.4011	350.98672:3266 351.19833:5290 351.21381:616339 352.21713:116752 353.22043:16464 355.06964:5029	
58	Unknown	1065	7.72923	7.904703	7.970525	352.2171	95795.75	331460.09375	null	[M+H]+	M + 1	isotope of 57	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1915.915	352.21713:116752 353.22043:16464 355.06964:5029	
59	Unknown	1070	7.69267	7.94127	8.175305	244.2633	203979.1875	1298794.375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	4079.584	244.26334:218379 245.0786:7000 245.11334:4164 245.26669:44358 246.17004:2440 246.26987:4121 248.02144:31319 249.18465:12138	
60	Unknown	1079	7.933963	8.007102	8.255767	230.2478	455296.5	2462583	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	9039.479	229.89143:2713 230.12149:4684 230.24776:500648 230.7312:2531 231.2511:70501 232.04909:14203 232.23267:2167 232.25458:4515 233.1512:2431 234.02655:5084 234.09442:2842 235.16936:4649	
61	Unknown	1083	7.868137	8.036346	8.314343	340.3575	201731.25	1266639.625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	4034.625	340.35748:219598 341.22882:3099 341.36075:50062 342.36407:6920 345.08673:9942	
62	Unknown	1088	7.992465	8.072915	8.27777	272.2583	126177.984375	610052	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	98.91873	272.18539:11615 272.25833:147285 272.93719:9786 273.16724:4666 273.26163:21567 274.27399:162372 275.05588:2734 275.20062:5978 275.27728:29778 277.14099:18226	
63	Unknown	1101	7.992465	8.16804	8.350882	180.1745	87971.0546875	303539.125	null	[M+H]+	M + 0	similar chromatogram in higher mz_64; similar chromatogram in higher mz_65; similar chromatogram in higher mz_66	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1759.421	180.17455:94033 180.97823:11237 181.00035:38320 181.08307:3019 181.08623:2460 181.12189:5555 181.15848:14355 181.17792:10996 182.16196:2629 182.99579:12610 185.04193:4071 185.11464:12905 185.13214:3127 185.15294:2870	
64	Unknown	1101	7.963345	8.16804	8.27777	226.1799	378667.21875	1289163	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	7573.344	226.17349:2582 226.17992:435108 226.18748:3520 227.10387:14845 227.12466:3718 227.18323:62774 228.18713:3698 228.19562:68891 229.11812:28006 229.14345:7509 229.1987:9836 230.24765:20638	
65	Unknown	1101	8.014406	8.16804	8.285028	244.1905	226837.484375	764880.5	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	393.7361	244.19051:267163 244.26328:8159 245.07819:3445 245.19383:34028 246.54733:2317 247.01369:2891 248.0213:20037 249.18506:7469	
66	Unknown	1101	8.087542	8.16804	8.30695	266.1725	368261.1875	1228170.375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	7365.224	266.17245:422371 267.03607:2255 267.17569:49176 267.19574:3737 268.10388:19707 268.78162:2362 268.99854:3652 269.25864:2489 269.93298:2291	
67	Unknown	1106	7.970525	8.20461	8.321578	277.216	192666.96875	1036585.5	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3.828297	277.21603:204888 278.21933:40753 278.95361:8547 279.09329:8495 279.15576:2780 280.09558:3581 282.20374:212217	
68	Unknown	1106	7.94127	8.20461	8.321578	295.2265	220917.84375	1024400.375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	41.97717	295.22653:252334 296.22986:51063 297.07376:9429 298.10977:4819 298.84558:2482 299.07495:6676 299.11002:2656	
69	Unknown	1106	7.948633	8.20461	8.482475	342.3729	137261.5625	942459.9375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2745.231	342.13608:5390 342.37289:150346 343.37607:36661 344.379:2966 344.98361:3930 345.08664:10427 346.0899:5054	
70	Unknown	1106	8.050975	8.20461	8.321578	353.2296	618100.5625	2908475.5	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	58.67698	353.22964:749676 354.23294:134183 355.07074:4970 355.23563:13230 356.35214:5935	
71	Unknown	1106	8.021769	8.20461	8.321578	354.2329	116002.953125	557209.5625	null	[M+H]+	M + 1	isotope of 70	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2320.059	354.23294:134183 355.07074:4970 355.23563:13230 356.35214:5935	
72	Unknown	1107	7.860822	8.211873	8.372773	282.2037	202075.3125	1042741.1875	null	[M+H]+	M + 0	similar chromatogram in higher mz_68	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	4041.506	282.20374:241705 283.20709:34917 285.20538:3114 286.68643:3066	
